sample	family	superkingdom	taxonReads
210810_A00902_B_L002_APMG-38-7	Sphingomonadaceae	Bacteria	4456
210810_A00902_B_L002_APMG-38-8	Sphingomonadaceae	Bacteria	4088
210810_A00902_B_L002_APMG-38-9	Sphingomonadaceae	Bacteria	2662
BH193L-1_S22	Sphingomonadaceae	Bacteria	1192
BH193L-2_S19	Sphingomonadaceae	Bacteria	2261
BH193L-2_S20	Sphingomonadaceae	Bacteria	1500
BH193L-3_S20	Sphingomonadaceae	Bacteria	864
BH193L-4_S23	Sphingomonadaceae	Bacteria	859
BH193L-5_S24	Sphingomonadaceae	Bacteria	559
BH194L-1_S25	Sphingomonadaceae	Bacteria	18599
BH194L-2_S26	Sphingomonadaceae	Bacteria	10648
BH194L-3_S25	Sphingomonadaceae	Bacteria	651
BH194L-4_S16	Sphingomonadaceae	Bacteria	847
BH194L-4_S17	Sphingomonadaceae	Bacteria	508
BH194L-6_S26	Sphingomonadaceae	Bacteria	587
BH194L-7_S17	Sphingomonadaceae	Bacteria	1101
BH194L-7_S18	Sphingomonadaceae	Bacteria	738
BH195L-1_S27	Sphingomonadaceae	Bacteria	758
BH195L-2_S18	Sphingomonadaceae	Bacteria	2010
BH195L-2_S19	Sphingomonadaceae	Bacteria	1218
BH195L-3_S28	Sphingomonadaceae	Bacteria	675
BH195L-4_S29	Sphingomonadaceae	Bacteria	847
EBS12	Sphingomonadaceae	Bacteria	21
ELS162S7	Sphingomonadaceae	Bacteria	2520
ELS163S8	Sphingomonadaceae	Bacteria	1353
ELS165S9	Sphingomonadaceae	Bacteria	7458
ELS167S10	Sphingomonadaceae	Bacteria	1941
ELS170S11	Sphingomonadaceae	Bacteria	27
IE111L-1_S1	Sphingomonadaceae	Bacteria	3113
IE111L-2_S2	Sphingomonadaceae	Bacteria	2530
IE111L-3_S3	Sphingomonadaceae	Bacteria	2220
IE111L-4_S1	Sphingomonadaceae	Bacteria	3826
IE111L-5_S5	Sphingomonadaceae	Bacteria	4032
IE111L-6_S6	Sphingomonadaceae	Bacteria	7196
IE111L-7_S7	Sphingomonadaceae	Bacteria	3482
IE111L-8_S8	Sphingomonadaceae	Bacteria	1
IE112L-1_S9	Sphingomonadaceae	Bacteria	2494
IE112L-2_S10	Sphingomonadaceae	Bacteria	2217
IE112L-3_S11	Sphingomonadaceae	Bacteria	2290
IE112L-4_S17	Sphingomonadaceae	Bacteria	2555
IE112L-5_S18	Sphingomonadaceae	Bacteria	2149
IE112L-6_S19	Sphingomonadaceae	Bacteria	2352
IE112L-7_S12	Sphingomonadaceae	Bacteria	663
IE112L-8_S15	Sphingomonadaceae	Bacteria	1
IE113L-1_S13	Sphingomonadaceae	Bacteria	3214
IE113L-2_S14	Sphingomonadaceae	Bacteria	5065
IE113L-3_S3	Sphingomonadaceae	Bacteria	3434
IE113L-4_S4	Sphingomonadaceae	Bacteria	2457
IE113L-5_S5	Sphingomonadaceae	Bacteria	3151
IE113L-6_S6	Sphingomonadaceae	Bacteria	3500
IE113L-7_S7	Sphingomonadaceae	Bacteria	3875
IE114L-1_S9	Sphingomonadaceae	Bacteria	3014
IE114L-2_S10	Sphingomonadaceae	Bacteria	5517
IE114L-3_S11	Sphingomonadaceae	Bacteria	5269
IE114L-4_S4	Sphingomonadaceae	Bacteria	5
IE114L-5_S2	Sphingomonadaceae	Bacteria	49
IE114L-6_S16	Sphingomonadaceae	Bacteria	19
IE114L-7_S17	Sphingomonadaceae	Bacteria	21
IE114L-8_S20	Sphingomonadaceae	Bacteria	3
IE115L-3_S19	Sphingomonadaceae	Bacteria	1
JK079L-1_S1	Sphingomonadaceae	Bacteria	15953
JK079L-10-WDH_S10	Sphingomonadaceae	Bacteria	3953
JK079L-11-WDH_S11	Sphingomonadaceae	Bacteria	2037
JK079L-12-WDH_S12	Sphingomonadaceae	Bacteria	2409
JK079L-13-WDH_S13	Sphingomonadaceae	Bacteria	3710
JK079L-14-WDH_S14	Sphingomonadaceae	Bacteria	4013
JK079L-15_S15	Sphingomonadaceae	Bacteria	6
JK079L-2_S2	Sphingomonadaceae	Bacteria	3393
JK079L-3_S3	Sphingomonadaceae	Bacteria	1173
JK079L-4_S4	Sphingomonadaceae	Bacteria	1944
JK079L-5_S5	Sphingomonadaceae	Bacteria	5571
JK079L-6-WDH_S6	Sphingomonadaceae	Bacteria	3577
JK079L-7-WDH_S7	Sphingomonadaceae	Bacteria	3175
JK079L-8_S8	Sphingomonadaceae	Bacteria	2104
JK079L-9_S9	Sphingomonadaceae	Bacteria	1863
JK080L-1_S17	Sphingomonadaceae	Bacteria	2809
JK080L-10_S26	Sphingomonadaceae	Bacteria	580
JK080L-11_S27	Sphingomonadaceae	Bacteria	3702
JK080L-12_S28	Sphingomonadaceae	Bacteria	1455
JK080L-13_S29	Sphingomonadaceae	Bacteria	1338
JK080L-14_S30	Sphingomonadaceae	Bacteria	1102
JK080L-15_S31	Sphingomonadaceae	Bacteria	3
JK080L-2_S18	Sphingomonadaceae	Bacteria	2041
JK080L-3_S19	Sphingomonadaceae	Bacteria	978
JK080L-4_S20	Sphingomonadaceae	Bacteria	2200
JK080L-6_S22	Sphingomonadaceae	Bacteria	1660
JK080L-7_S23	Sphingomonadaceae	Bacteria	1797
JK080L-8_S24	Sphingomonadaceae	Bacteria	1332
JK080L-9_S25	Sphingomonadaceae	Bacteria	706
JK081L-1_S1	Sphingomonadaceae	Bacteria	1208
JK081L-10_S10	Sphingomonadaceae	Bacteria	5
JK081L-11_S11	Sphingomonadaceae	Bacteria	15616
JK081L-12_S12	Sphingomonadaceae	Bacteria	201424
JK081L-13_S13	Sphingomonadaceae	Bacteria	13845
JK081L-14_S14	Sphingomonadaceae	Bacteria	3
JK081L-15_S15	Sphingomonadaceae	Bacteria	4
JK081L-2_S2	Sphingomonadaceae	Bacteria	3064
JK081L-3_S3	Sphingomonadaceae	Bacteria	1266
JK081L-4_S4	Sphingomonadaceae	Bacteria	4739
JK081L-6_S6	Sphingomonadaceae	Bacteria	4808
JK081L-7_S7	Sphingomonadaceae	Bacteria	23611
JK081L-8_S8	Sphingomonadaceae	Bacteria	4304
JK081L-9_S9	Sphingomonadaceae	Bacteria	8412
JK105L-6_S21	Sphingomonadaceae	Bacteria	2598
JK109L-4_S21	Sphingomonadaceae	Bacteria	3854
JK109L-4_S22	Sphingomonadaceae	Bacteria	6716
JK109L-5_S30	Sphingomonadaceae	Bacteria	1246
JK109L-6_S31	Sphingomonadaceae	Bacteria	668
JK109L-8_S33	Sphingomonadaceae	Bacteria	2
JK115L-2_S24	Sphingomonadaceae	Bacteria	8152
JK115L-4_S23	Sphingomonadaceae	Bacteria	7655
JK115L-5_S27	Sphingomonadaceae	Bacteria	4
JK136L-2_S2	Sphingomonadaceae	Bacteria	2373
JK136L-3_S3	Sphingomonadaceae	Bacteria	2153
JK136L-4_S4	Sphingomonadaceae	Bacteria	2669
JK136L-5_S5	Sphingomonadaceae	Bacteria	2539
JK136L-6_S6	Sphingomonadaceae	Bacteria	447
JK136L-7_S7	Sphingomonadaceae	Bacteria	1507
JK137L-1_S9	Sphingomonadaceae	Bacteria	877
JK137L-2_S10	Sphingomonadaceae	Bacteria	972
JK137L-3_S11	Sphingomonadaceae	Bacteria	923
JK137L-4_S12	Sphingomonadaceae	Bacteria	4018
JK137L-5_S13	Sphingomonadaceae	Bacteria	2819
JK137L-6_S14	Sphingomonadaceae	Bacteria	4172
JK137L-7_S15	Sphingomonadaceae	Bacteria	1533
JK138L-1_S17	Sphingomonadaceae	Bacteria	13289
JK138L-2_S18	Sphingomonadaceae	Bacteria	38969
JK138L-3_S19	Sphingomonadaceae	Bacteria	2607
JK138L-4_S20	Sphingomonadaceae	Bacteria	2624
JK138L-6_S22	Sphingomonadaceae	Bacteria	1629
JK138L-7_S23	Sphingomonadaceae	Bacteria	5177
JoW001L-1_S1	Sphingomonadaceae	Bacteria	282
JoW001L-2_S2	Sphingomonadaceae	Bacteria	7055
JoW001L-3_S3	Sphingomonadaceae	Bacteria	8265
JoW001L-4_S4	Sphingomonadaceae	Bacteria	1507
JoW001L-5_S5	Sphingomonadaceae	Bacteria	552
JoW001L-6_S6	Sphingomonadaceae	Bacteria	567
JoW001L-7_S7	Sphingomonadaceae	Bacteria	4
JoW002L-1_S9	Sphingomonadaceae	Bacteria	316
JoW002L-2_S10	Sphingomonadaceae	Bacteria	687
JoW002L-4_S12	Sphingomonadaceae	Bacteria	371
JoW002L-5_S13	Sphingomonadaceae	Bacteria	984
JoW002L-6_S14	Sphingomonadaceae	Bacteria	274
JoW002L-7_S15	Sphingomonadaceae	Bacteria	12
JoW003L-1_S17	Sphingomonadaceae	Bacteria	608
JoW003L-2_S18	Sphingomonadaceae	Bacteria	365
JoW003L-3_S19	Sphingomonadaceae	Bacteria	712
JoW003L-4_S20	Sphingomonadaceae	Bacteria	937
JoW003L-5_S21	Sphingomonadaceae	Bacteria	236
JoW003L-6_S22	Sphingomonadaceae	Bacteria	160
JoW004L-1_S25	Sphingomonadaceae	Bacteria	153
JoW004L-2_S26	Sphingomonadaceae	Bacteria	210
JoW004L-3_S27	Sphingomonadaceae	Bacteria	260
JoW004L-4_S28	Sphingomonadaceae	Bacteria	420
JoW004L-5_S29	Sphingomonadaceae	Bacteria	281
JoW004L-6_S30	Sphingomonadaceae	Bacteria	301
JoW004L-8_S32	Sphingomonadaceae	Bacteria	1
JoW005L-1_S33	Sphingomonadaceae	Bacteria	4281
JoW005L-2_S34	Sphingomonadaceae	Bacteria	7734
JoW005L-3_S35	Sphingomonadaceae	Bacteria	21294
JoW005L-4_S36	Sphingomonadaceae	Bacteria	1331
JoW005L-5_S37	Sphingomonadaceae	Bacteria	12
JoW007L-1_S1	Sphingomonadaceae	Bacteria	230
JoW007L-2_S2	Sphingomonadaceae	Bacteria	679
JoW007L-3_S3	Sphingomonadaceae	Bacteria	489
JoW007L-4_S4	Sphingomonadaceae	Bacteria	200
JoW007L-5_S5	Sphingomonadaceae	Bacteria	284
JoW007L-6_S6	Sphingomonadaceae	Bacteria	225
StB097L-01_S1	Sphingomonadaceae	Bacteria	1563
StB097L-02_S2	Sphingomonadaceae	Bacteria	1957
StB097L-03_S3	Sphingomonadaceae	Bacteria	6211
StB097L-04_S4	Sphingomonadaceae	Bacteria	3335
StB097L-05_S5	Sphingomonadaceae	Bacteria	2124
StB097L-06_S6	Sphingomonadaceae	Bacteria	2520
StB097L-07_S7	Sphingomonadaceae	Bacteria	123
StB097L-08_S8	Sphingomonadaceae	Bacteria	2
StB106L-01_S9	Sphingomonadaceae	Bacteria	1312
StB106L-02_S10	Sphingomonadaceae	Bacteria	1887
StB106L-04_S12	Sphingomonadaceae	Bacteria	2092
StB106L-05_S13	Sphingomonadaceae	Bacteria	2401
StB106L-06_S14	Sphingomonadaceae	Bacteria	57
StB106L-08_S16	Sphingomonadaceae	Bacteria	1
StB108L-01_S17	Sphingomonadaceae	Bacteria	1685
StB108L-02_S18	Sphingomonadaceae	Bacteria	1422
StB108L-03_S19	Sphingomonadaceae	Bacteria	1935
StB108L-04_S20	Sphingomonadaceae	Bacteria	22
StB108L-05_S21	Sphingomonadaceae	Bacteria	7433
StB108L-06_S22	Sphingomonadaceae	Bacteria	212
StB108L-07_S23	Sphingomonadaceae	Bacteria	4440
StB108L-08_S24	Sphingomonadaceae	Bacteria	3
StB109L-01_S25	Sphingomonadaceae	Bacteria	8084
StB109L-02_S26	Sphingomonadaceae	Bacteria	1995
StB109L-03_S27	Sphingomonadaceae	Bacteria	1
StB109L-04_S28	Sphingomonadaceae	Bacteria	765
StB109L-05_S29	Sphingomonadaceae	Bacteria	1388
StB109L-06_S30	Sphingomonadaceae	Bacteria	2283
StB109L-07_S31	Sphingomonadaceae	Bacteria	116
StB109L-08_S32	Sphingomonadaceae	Bacteria	6
WJ192L-1_S29	Sphingomonadaceae	Bacteria	703
WJ192L-3_S30	Sphingomonadaceae	Bacteria	812
WJ192L-4_S31	Sphingomonadaceae	Bacteria	1096
WJ192L-5_S32	Sphingomonadaceae	Bacteria	2312
WJ192L-6_S33	Sphingomonadaceae	Bacteria	11
WJ192L-7_S34	Sphingomonadaceae	Bacteria	14
WJ194L-2_S22	Sphingomonadaceae	Bacteria	382
WJ194L-3_S23	Sphingomonadaceae	Bacteria	1046
WJ194L-4_S24	Sphingomonadaceae	Bacteria	1229
WJ194L-5_S25	Sphingomonadaceae	Bacteria	844
WJ194L-6_S26	Sphingomonadaceae	Bacteria	1167
WJ194L-7_S27	Sphingomonadaceae	Bacteria	98
WJ195L-1_S17	Sphingomonadaceae	Bacteria	1141
WJ195L-5_S18	Sphingomonadaceae	Bacteria	522
WJ195L-7_S19	Sphingomonadaceae	Bacteria	11
WJ196L-1_S1	Sphingomonadaceae	Bacteria	21
WJ196L-10_S10	Sphingomonadaceae	Bacteria	584
WJ196L-11_S11	Sphingomonadaceae	Bacteria	2368
WJ196L-12_S12	Sphingomonadaceae	Bacteria	1517
WJ196L-13_S13	Sphingomonadaceae	Bacteria	2769
WJ196L-14_S14	Sphingomonadaceae	Bacteria	1852
WJ196L-15_S15	Sphingomonadaceae	Bacteria	2146
WJ196L-2_S2	Sphingomonadaceae	Bacteria	28
WJ196L-3_S3	Sphingomonadaceae	Bacteria	29
WJ196L-4_S4	Sphingomonadaceae	Bacteria	232
WJ196L-5_S5	Sphingomonadaceae	Bacteria	281
WJ196L-6_S6	Sphingomonadaceae	Bacteria	632
WJ196L-7_S7	Sphingomonadaceae	Bacteria	445
WJ196L-8_S8	Sphingomonadaceae	Bacteria	454
WJ196L-9_S9	Sphingomonadaceae	Bacteria	590
191011_SND405_A_L007_APMG-6-1	Synechococcaceae	Bacteria	90
191011_SND405_A_L007_APMG-6-2	Synechococcaceae	Bacteria	104
191011_SND405_A_L007_APMG-6-3	Synechococcaceae	Bacteria	345
191011_SND405_A_L007_APMG-6-4	Synechococcaceae	Bacteria	498
191011_SND405_A_L007_APMG-6-5	Synechococcaceae	Bacteria	7
191011_SND405_A_L007_APMG-6-6	Synechococcaceae	Bacteria	49
200313_A00902_A_L001_APMG-8-1	Synechococcaceae	Bacteria	206
200313_A00902_A_L001_APMG-8-10	Synechococcaceae	Bacteria	386
200313_A00902_A_L001_APMG-8-11	Synechococcaceae	Bacteria	204
200313_A00902_A_L001_APMG-8-12	Synechococcaceae	Bacteria	260
200313_A00902_A_L001_APMG-8-2	Synechococcaceae	Bacteria	94
200313_A00902_A_L001_APMG-8-3	Synechococcaceae	Bacteria	133
200313_A00902_A_L001_APMG-8-4	Synechococcaceae	Bacteria	773
200313_A00902_A_L001_APMG-8-5	Synechococcaceae	Bacteria	534
200313_A00902_A_L001_APMG-8-6	Synechococcaceae	Bacteria	308
200313_A00902_A_L001_APMG-8-8	Synechococcaceae	Bacteria	35
200313_A00902_A_L001_APMG-8-9	Synechococcaceae	Bacteria	105
200313_A00902_A_L002_APMG-9-1	Synechococcaceae	Bacteria	192
200313_A00902_A_L002_APMG-9-10	Synechococcaceae	Bacteria	75
200313_A00902_A_L002_APMG-9-11	Synechococcaceae	Bacteria	52
200313_A00902_A_L002_APMG-9-2	Synechococcaceae	Bacteria	150
200313_A00902_A_L002_APMG-9-3	Synechococcaceae	Bacteria	118
200313_A00902_A_L002_APMG-9-5	Synechococcaceae	Bacteria	115
200313_A00902_A_L002_APMG-9-6	Synechococcaceae	Bacteria	96
200313_A00902_A_L002_APMG-9-7	Synechococcaceae	Bacteria	99
200313_A00902_A_L002_APMG-9-8	Synechococcaceae	Bacteria	150
200313_A00902_A_L002_APMG-9-9	Synechococcaceae	Bacteria	54
201118_A00902_B_L1-2_APMG_19_1	Synechococcaceae	Bacteria	103
201118_A00902_B_L1-2_APMG_19_10	Synechococcaceae	Bacteria	40
201118_A00902_B_L1-2_APMG_19_11	Synechococcaceae	Bacteria	61
201118_A00902_B_L1-2_APMG_19_12	Synechococcaceae	Bacteria	146
201118_A00902_B_L1-2_APMG_19_13	Synechococcaceae	Bacteria	82
201118_A00902_B_L1-2_APMG_19_14	Synechococcaceae	Bacteria	75
201118_A00902_B_L1-2_APMG_19_15	Synechococcaceae	Bacteria	111
201118_A00902_B_L1-2_APMG_19_16	Synechococcaceae	Bacteria	133
201118_A00902_B_L1-2_APMG_19_17	Synechococcaceae	Bacteria	89
201118_A00902_B_L1-2_APMG_19_2	Synechococcaceae	Bacteria	269
201118_A00902_B_L1-2_APMG_19_20	Synechococcaceae	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Synechococcaceae	Bacteria	97
201118_A00902_B_L1-2_APMG_19_5	Synechococcaceae	Bacteria	54
201118_A00902_B_L1-2_APMG_19_6	Synechococcaceae	Bacteria	21
201118_A00902_B_L1-2_APMG_19_7	Synechococcaceae	Bacteria	68
201118_A00902_B_L1-2_APMG_19_8	Synechococcaceae	Bacteria	68
201118_A00902_B_L1-2_APMG_19_9	Synechococcaceae	Bacteria	46
210810_A00902_B_L001_APMG-37-1	Synechococcaceae	Bacteria	223
210810_A00902_B_L001_APMG-37-10	Synechococcaceae	Bacteria	85
210810_A00902_B_L001_APMG-37-11	Synechococcaceae	Bacteria	40
210810_A00902_B_L001_APMG-37-2	Synechococcaceae	Bacteria	374
210810_A00902_B_L001_APMG-37-3	Synechococcaceae	Bacteria	315
210810_A00902_B_L001_APMG-37-4	Synechococcaceae	Bacteria	112
210810_A00902_B_L001_APMG-37-5	Synechococcaceae	Bacteria	1
210810_A00902_B_L001_APMG-37-6	Synechococcaceae	Bacteria	65
210810_A00902_B_L001_APMG-37-7	Synechococcaceae	Bacteria	103
210810_A00902_B_L001_APMG-37-8	Synechococcaceae	Bacteria	83
210810_A00902_B_L001_APMG-37-9	Synechococcaceae	Bacteria	103
210810_A00902_B_L002_APMG-38-1	Synechococcaceae	Bacteria	100
210810_A00902_B_L002_APMG-38-10	Synechococcaceae	Bacteria	236
210810_A00902_B_L002_APMG-38-15	Synechococcaceae	Bacteria	67
210810_A00902_B_L002_APMG-38-2	Synechococcaceae	Bacteria	105
210810_A00902_B_L002_APMG-38-3	Synechococcaceae	Bacteria	206
210810_A00902_B_L002_APMG-38-4	Synechococcaceae	Bacteria	154
210810_A00902_B_L002_APMG-38-5	Synechococcaceae	Bacteria	170
210810_A00902_B_L002_APMG-38-7	Synechococcaceae	Bacteria	96
210810_A00902_B_L002_APMG-38-8	Synechococcaceae	Bacteria	132
210810_A00902_B_L002_APMG-38-9	Synechococcaceae	Bacteria	319
BH193L-1_S22	Synechococcaceae	Bacteria	162
BH193L-2_S19	Synechococcaceae	Bacteria	260
BH193L-2_S20	Synechococcaceae	Bacteria	184
BH193L-3_S20	Synechococcaceae	Bacteria	468
BH193L-4_S23	Synechococcaceae	Bacteria	291
BH193L-5_S24	Synechococcaceae	Bacteria	203
BH194L-1_S25	Synechococcaceae	Bacteria	136
BH194L-2_S26	Synechococcaceae	Bacteria	81
BH194L-3_S25	Synechococcaceae	Bacteria	74
BH194L-4_S16	Synechococcaceae	Bacteria	162
BH194L-4_S17	Synechococcaceae	Bacteria	89
BH194L-6_S26	Synechococcaceae	Bacteria	130
BH194L-7_S17	Synechococcaceae	Bacteria	164
BH194L-7_S18	Synechococcaceae	Bacteria	123
BH195L-1_S27	Synechococcaceae	Bacteria	159
BH195L-2_S18	Synechococcaceae	Bacteria	191
BH195L-2_S19	Synechococcaceae	Bacteria	96
BH195L-3_S28	Synechococcaceae	Bacteria	135
BH195L-4_S29	Synechococcaceae	Bacteria	134
ELS162S7	Synechococcaceae	Bacteria	314
ELS163S8	Synechococcaceae	Bacteria	139
ELS165S9	Synechococcaceae	Bacteria	96
ELS167S10	Synechococcaceae	Bacteria	172
IE111L-1_S1	Synechococcaceae	Bacteria	136
IE111L-2_S2	Synechococcaceae	Bacteria	130
IE111L-3_S3	Synechococcaceae	Bacteria	141
IE111L-4_S1	Synechococcaceae	Bacteria	110
IE111L-5_S5	Synechococcaceae	Bacteria	524
IE111L-6_S6	Synechococcaceae	Bacteria	163
IE111L-7_S7	Synechococcaceae	Bacteria	73
IE112L-1_S9	Synechococcaceae	Bacteria	149
IE112L-2_S10	Synechococcaceae	Bacteria	65
IE112L-3_S11	Synechococcaceae	Bacteria	65
IE112L-4_S17	Synechococcaceae	Bacteria	141
IE112L-5_S18	Synechococcaceae	Bacteria	161
IE112L-6_S19	Synechococcaceae	Bacteria	133
IE112L-7_S12	Synechococcaceae	Bacteria	80
IE113L-1_S13	Synechococcaceae	Bacteria	523
IE113L-2_S14	Synechococcaceae	Bacteria	187
IE113L-3_S3	Synechococcaceae	Bacteria	227
IE113L-4_S4	Synechococcaceae	Bacteria	190
IE113L-5_S5	Synechococcaceae	Bacteria	217
IE113L-6_S6	Synechococcaceae	Bacteria	169
IE113L-7_S7	Synechococcaceae	Bacteria	228
IE114L-1_S9	Synechococcaceae	Bacteria	161
IE114L-2_S10	Synechococcaceae	Bacteria	169
IE114L-3_S11	Synechococcaceae	Bacteria	273
JK079L-1_S1	Synechococcaceae	Bacteria	46
JK079L-10-WDH_S10	Synechococcaceae	Bacteria	65
JK079L-11-WDH_S11	Synechococcaceae	Bacteria	32
JK079L-12-WDH_S12	Synechococcaceae	Bacteria	33
JK079L-13-WDH_S13	Synechococcaceae	Bacteria	63
JK079L-14-WDH_S14	Synechococcaceae	Bacteria	111
JK079L-2_S2	Synechococcaceae	Bacteria	141
JK079L-3_S3	Synechococcaceae	Bacteria	69
JK079L-4_S4	Synechococcaceae	Bacteria	33
JK079L-5_S5	Synechococcaceae	Bacteria	130
JK079L-6-WDH_S6	Synechococcaceae	Bacteria	106
JK079L-7-WDH_S7	Synechococcaceae	Bacteria	40
JK079L-8_S8	Synechococcaceae	Bacteria	160
JK079L-9_S9	Synechococcaceae	Bacteria	41
JK080L-1_S17	Synechococcaceae	Bacteria	36
JK080L-10_S26	Synechococcaceae	Bacteria	41
JK080L-11_S27	Synechococcaceae	Bacteria	103
JK080L-12_S28	Synechococcaceae	Bacteria	70
JK080L-13_S29	Synechococcaceae	Bacteria	140
JK080L-14_S30	Synechococcaceae	Bacteria	67
JK080L-2_S18	Synechococcaceae	Bacteria	39
JK080L-3_S19	Synechococcaceae	Bacteria	12
JK080L-4_S20	Synechococcaceae	Bacteria	42
JK080L-6_S22	Synechococcaceae	Bacteria	63
JK080L-7_S23	Synechococcaceae	Bacteria	95
JK080L-8_S24	Synechococcaceae	Bacteria	61
JK080L-9_S25	Synechococcaceae	Bacteria	76
JK081L-1_S1	Synechococcaceae	Bacteria	756
JK081L-11_S11	Synechococcaceae	Bacteria	84
JK081L-12_S12	Synechococcaceae	Bacteria	138
JK081L-13_S13	Synechococcaceae	Bacteria	27
JK081L-2_S2	Synechococcaceae	Bacteria	230
JK081L-3_S3	Synechococcaceae	Bacteria	108
JK081L-4_S4	Synechococcaceae	Bacteria	108
JK081L-6_S6	Synechococcaceae	Bacteria	110
JK081L-7_S7	Synechococcaceae	Bacteria	87
JK081L-8_S8	Synechococcaceae	Bacteria	73
JK081L-9_S9	Synechococcaceae	Bacteria	57
JK105L-6_S21	Synechococcaceae	Bacteria	1183
JK109L-4_S21	Synechococcaceae	Bacteria	151
JK109L-4_S22	Synechococcaceae	Bacteria	270
JK109L-5_S30	Synechococcaceae	Bacteria	162
JK109L-6_S31	Synechococcaceae	Bacteria	130
JK115L-2_S24	Synechococcaceae	Bacteria	171
JK115L-4_S23	Synechococcaceae	Bacteria	160
JK136L-2_S2	Synechococcaceae	Bacteria	164
JK136L-3_S3	Synechococcaceae	Bacteria	99
JK136L-4_S4	Synechococcaceae	Bacteria	408
JK136L-5_S5	Synechococcaceae	Bacteria	486
JK136L-6_S6	Synechococcaceae	Bacteria	114
JK136L-7_S7	Synechococcaceae	Bacteria	36
JK137L-1_S9	Synechococcaceae	Bacteria	26
JK137L-2_S10	Synechococcaceae	Bacteria	20
JK137L-3_S11	Synechococcaceae	Bacteria	34
JK137L-4_S12	Synechococcaceae	Bacteria	72
JK137L-5_S13	Synechococcaceae	Bacteria	30
JK137L-6_S14	Synechococcaceae	Bacteria	34
JK137L-7_S15	Synechococcaceae	Bacteria	23
JK138L-1_S17	Synechococcaceae	Bacteria	41
JK138L-2_S18	Synechococcaceae	Bacteria	61
JK138L-3_S19	Synechococcaceae	Bacteria	144
JK138L-4_S20	Synechococcaceae	Bacteria	295
JK138L-6_S22	Synechococcaceae	Bacteria	96
JK138L-7_S23	Synechococcaceae	Bacteria	94
JoW001L-1_S1	Synechococcaceae	Bacteria	43
JoW001L-2_S2	Synechococcaceae	Bacteria	78
JoW001L-3_S3	Synechococcaceae	Bacteria	43
JoW001L-4_S4	Synechococcaceae	Bacteria	25
JoW001L-5_S5	Synechococcaceae	Bacteria	36
JoW001L-6_S6	Synechococcaceae	Bacteria	22
JoW002L-1_S9	Synechococcaceae	Bacteria	9
JoW002L-2_S10	Synechococcaceae	Bacteria	2
JoW002L-4_S12	Synechococcaceae	Bacteria	11
JoW002L-5_S13	Synechococcaceae	Bacteria	27
JoW002L-6_S14	Synechococcaceae	Bacteria	31
JoW003L-1_S17	Synechococcaceae	Bacteria	9
JoW003L-2_S18	Synechococcaceae	Bacteria	10
JoW003L-3_S19	Synechococcaceae	Bacteria	10
JoW003L-4_S20	Synechococcaceae	Bacteria	21
JoW003L-5_S21	Synechococcaceae	Bacteria	12
JoW003L-6_S22	Synechococcaceae	Bacteria	1
JoW004L-1_S25	Synechococcaceae	Bacteria	3
JoW004L-2_S26	Synechococcaceae	Bacteria	11
JoW004L-3_S27	Synechococcaceae	Bacteria	11
JoW004L-4_S28	Synechococcaceae	Bacteria	47
JoW004L-5_S29	Synechococcaceae	Bacteria	11
JoW004L-6_S30	Synechococcaceae	Bacteria	340
JoW005L-1_S33	Synechococcaceae	Bacteria	102
JoW005L-2_S34	Synechococcaceae	Bacteria	100
JoW005L-3_S35	Synechococcaceae	Bacteria	21
JoW005L-4_S36	Synechococcaceae	Bacteria	16
JoW007L-1_S1	Synechococcaceae	Bacteria	5
JoW007L-2_S2	Synechococcaceae	Bacteria	28
JoW007L-3_S3	Synechococcaceae	Bacteria	11
JoW007L-4_S4	Synechococcaceae	Bacteria	6
JoW007L-5_S5	Synechococcaceae	Bacteria	8
JoW007L-6_S6	Synechococcaceae	Bacteria	41
StB097L-01_S1	Synechococcaceae	Bacteria	3422
StB097L-02_S2	Synechococcaceae	Bacteria	751
StB097L-03_S3	Synechococcaceae	Bacteria	716
StB097L-04_S4	Synechococcaceae	Bacteria	91
StB097L-05_S5	Synechococcaceae	Bacteria	166
StB097L-06_S6	Synechococcaceae	Bacteria	89
StB106L-01_S9	Synechococcaceae	Bacteria	63
StB106L-02_S10	Synechococcaceae	Bacteria	156
StB106L-04_S12	Synechococcaceae	Bacteria	68
StB106L-05_S13	Synechococcaceae	Bacteria	557
StB108L-01_S17	Synechococcaceae	Bacteria	96
StB108L-02_S18	Synechococcaceae	Bacteria	48
StB108L-03_S19	Synechococcaceae	Bacteria	97
StB108L-05_S21	Synechococcaceae	Bacteria	36
StB108L-07_S23	Synechococcaceae	Bacteria	75
StB109L-01_S25	Synechococcaceae	Bacteria	106
StB109L-02_S26	Synechococcaceae	Bacteria	129
StB109L-04_S28	Synechococcaceae	Bacteria	30
StB109L-05_S29	Synechococcaceae	Bacteria	88
StB109L-06_S30	Synechococcaceae	Bacteria	130
WJ192L-1_S29	Synechococcaceae	Bacteria	212
WJ192L-3_S30	Synechococcaceae	Bacteria	41
WJ192L-4_S31	Synechococcaceae	Bacteria	33
WJ192L-5_S32	Synechococcaceae	Bacteria	59
WJ194L-2_S22	Synechococcaceae	Bacteria	732
WJ194L-3_S23	Synechococcaceae	Bacteria	38
WJ194L-4_S24	Synechococcaceae	Bacteria	44
