sample	genus	superkingdom	taxonReads
210810_A00902_B_L002_APMG-38-15	Cyanobacterium	Bacteria	2
210810_A00902_B_L002_APMG-38-3	Cyanobacterium	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Cyanobacterium	Bacteria	1
210810_A00902_B_L002_APMG-38-8	Cyanobacterium	Bacteria	3
BH193L-1_S22	Cyanobacterium	Bacteria	1
BH193L-2_S19	Cyanobacterium	Bacteria	1
BH193L-3_S20	Cyanobacterium	Bacteria	3
BH193L-4_S23	Cyanobacterium	Bacteria	1
BH194L-1_S25	Cyanobacterium	Bacteria	3
BH194L-2_S26	Cyanobacterium	Bacteria	3
BH194L-4_S16	Cyanobacterium	Bacteria	1
BH194L-7_S17	Cyanobacterium	Bacteria	1
BH194L-7_S18	Cyanobacterium	Bacteria	1
ELS162S7	Cyanobacterium	Bacteria	1
ELS165S9	Cyanobacterium	Bacteria	2
ELS167S10	Cyanobacterium	Bacteria	1
IE111L-1_S1	Cyanobacterium	Bacteria	1
IE111L-2_S2	Cyanobacterium	Bacteria	2
IE111L-3_S3	Cyanobacterium	Bacteria	2
IE111L-5_S5	Cyanobacterium	Bacteria	2
IE111L-7_S7	Cyanobacterium	Bacteria	1
IE112L-3_S11	Cyanobacterium	Bacteria	1
IE112L-5_S18	Cyanobacterium	Bacteria	3
IE113L-1_S13	Cyanobacterium	Bacteria	4
IE113L-2_S14	Cyanobacterium	Bacteria	4
IE113L-4_S4	Cyanobacterium	Bacteria	3
IE113L-6_S6	Cyanobacterium	Bacteria	3
IE113L-7_S7	Cyanobacterium	Bacteria	4
IE114L-1_S9	Cyanobacterium	Bacteria	1
IE114L-2_S10	Cyanobacterium	Bacteria	2
IE114L-3_S11	Cyanobacterium	Bacteria	2
JK079L-1_S1	Cyanobacterium	Bacteria	2
JK079L-12-WDH_S12	Cyanobacterium	Bacteria	2
JK079L-2_S2	Cyanobacterium	Bacteria	1
JK079L-3_S3	Cyanobacterium	Bacteria	1
JK079L-5_S5	Cyanobacterium	Bacteria	1
JK079L-6-WDH_S6	Cyanobacterium	Bacteria	1
JK079L-7-WDH_S7	Cyanobacterium	Bacteria	1
JK079L-9_S9	Cyanobacterium	Bacteria	1
JK080L-1_S17	Cyanobacterium	Bacteria	1
JK080L-10_S26	Cyanobacterium	Bacteria	1
JK080L-11_S27	Cyanobacterium	Bacteria	1
JK080L-13_S29	Cyanobacterium	Bacteria	1
JK080L-6_S22	Cyanobacterium	Bacteria	2
JK080L-9_S25	Cyanobacterium	Bacteria	1
JK081L-1_S1	Cyanobacterium	Bacteria	1
JK081L-11_S11	Cyanobacterium	Bacteria	9
JK081L-12_S12	Cyanobacterium	Bacteria	6
JK081L-13_S13	Cyanobacterium	Bacteria	3
JK081L-4_S4	Cyanobacterium	Bacteria	1
JK081L-7_S7	Cyanobacterium	Bacteria	1
JK081L-8_S8	Cyanobacterium	Bacteria	2
JK081L-9_S9	Cyanobacterium	Bacteria	2
JK105L-6_S21	Cyanobacterium	Bacteria	1
JK109L-4_S22	Cyanobacterium	Bacteria	1
JK109L-6_S31	Cyanobacterium	Bacteria	3
JK115L-2_S24	Cyanobacterium	Bacteria	6
JK115L-4_S23	Cyanobacterium	Bacteria	3
JK136L-2_S2	Cyanobacterium	Bacteria	1
JK136L-3_S3	Cyanobacterium	Bacteria	1
JK136L-4_S4	Cyanobacterium	Bacteria	2
JK136L-5_S5	Cyanobacterium	Bacteria	5
JK136L-6_S6	Cyanobacterium	Bacteria	3
JK136L-7_S7	Cyanobacterium	Bacteria	6
JK137L-1_S9	Cyanobacterium	Bacteria	1
JK137L-2_S10	Cyanobacterium	Bacteria	2
JK137L-5_S13	Cyanobacterium	Bacteria	4
JK138L-2_S18	Cyanobacterium	Bacteria	2
JK138L-3_S19	Cyanobacterium	Bacteria	3
JK138L-4_S20	Cyanobacterium	Bacteria	1
JK138L-6_S22	Cyanobacterium	Bacteria	6
JK138L-7_S23	Cyanobacterium	Bacteria	1
JoW001L-1_S1	Cyanobacterium	Bacteria	3
JoW001L-2_S2	Cyanobacterium	Bacteria	2
JoW001L-3_S3	Cyanobacterium	Bacteria	4
JoW001L-4_S4	Cyanobacterium	Bacteria	1
JoW001L-5_S5	Cyanobacterium	Bacteria	6
JoW001L-6_S6	Cyanobacterium	Bacteria	2
JoW002L-4_S12	Cyanobacterium	Bacteria	2
JoW002L-5_S13	Cyanobacterium	Bacteria	2
JoW003L-1_S17	Cyanobacterium	Bacteria	1
JoW003L-3_S19	Cyanobacterium	Bacteria	1
JoW003L-4_S20	Cyanobacterium	Bacteria	2
JoW004L-2_S26	Cyanobacterium	Bacteria	5
JoW004L-3_S27	Cyanobacterium	Bacteria	4
JoW004L-4_S28	Cyanobacterium	Bacteria	1
JoW004L-6_S30	Cyanobacterium	Bacteria	1
JoW005L-1_S33	Cyanobacterium	Bacteria	5
JoW005L-2_S34	Cyanobacterium	Bacteria	2
JoW005L-3_S35	Cyanobacterium	Bacteria	3
JoW007L-2_S2	Cyanobacterium	Bacteria	1
JoW007L-3_S3	Cyanobacterium	Bacteria	2
JoW007L-4_S4	Cyanobacterium	Bacteria	4
JoW007L-5_S5	Cyanobacterium	Bacteria	1
JoW007L-6_S6	Cyanobacterium	Bacteria	2
StB097L-01_S1	Cyanobacterium	Bacteria	5
StB097L-02_S2	Cyanobacterium	Bacteria	4
StB097L-03_S3	Cyanobacterium	Bacteria	3
StB097L-06_S6	Cyanobacterium	Bacteria	3
StB106L-04_S12	Cyanobacterium	Bacteria	1
StB108L-02_S18	Cyanobacterium	Bacteria	1
StB108L-03_S19	Cyanobacterium	Bacteria	2
StB108L-05_S21	Cyanobacterium	Bacteria	1
StB109L-01_S25	Cyanobacterium	Bacteria	2
StB109L-05_S29	Cyanobacterium	Bacteria	4
StB109L-06_S30	Cyanobacterium	Bacteria	6
WJ192L-1_S29	Cyanobacterium	Bacteria	1
WJ192L-3_S30	Cyanobacterium	Bacteria	4
WJ192L-5_S32	Cyanobacterium	Bacteria	3
WJ194L-2_S22	Cyanobacterium	Bacteria	1
WJ194L-3_S23	Cyanobacterium	Bacteria	2
WJ194L-4_S24	Cyanobacterium	Bacteria	1
WJ194L-5_S25	Cyanobacterium	Bacteria	1
WJ194L-6_S26	Cyanobacterium	Bacteria	3
WJ195L-1_S17	Cyanobacterium	Bacteria	2
WJ196L-10_S10	Cyanobacterium	Bacteria	1
WJ196L-11_S11	Cyanobacterium	Bacteria	4
WJ196L-12_S12	Cyanobacterium	Bacteria	3
WJ196L-13_S13	Cyanobacterium	Bacteria	2
WJ196L-15_S15	Cyanobacterium	Bacteria	1
WJ196L-4_S4	Cyanobacterium	Bacteria	1
WJ196L-7_S7	Cyanobacterium	Bacteria	1
WJ196L-8_S8	Cyanobacterium	Bacteria	1
WJ196L-9_S9	Cyanobacterium	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Flavobacterium	Bacteria	370
191011_SND405_A_L007_APMG-6-2	Flavobacterium	Bacteria	373
191011_SND405_A_L007_APMG-6-3	Flavobacterium	Bacteria	170
191011_SND405_A_L007_APMG-6-4	Flavobacterium	Bacteria	500
191011_SND405_A_L007_APMG-6-5	Flavobacterium	Bacteria	78
191011_SND405_A_L007_APMG-6-6	Flavobacterium	Bacteria	91
191011_SND405_A_L007_APMG-6-7	Flavobacterium	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Flavobacterium	Bacteria	566
200313_A00902_A_L001_APMG-8-10	Flavobacterium	Bacteria	138
200313_A00902_A_L001_APMG-8-11	Flavobacterium	Bacteria	258
200313_A00902_A_L001_APMG-8-12	Flavobacterium	Bacteria	221
200313_A00902_A_L001_APMG-8-2	Flavobacterium	Bacteria	394
200313_A00902_A_L001_APMG-8-3	Flavobacterium	Bacteria	526
200313_A00902_A_L001_APMG-8-4	Flavobacterium	Bacteria	1766
200313_A00902_A_L001_APMG-8-5	Flavobacterium	Bacteria	1053
200313_A00902_A_L001_APMG-8-6	Flavobacterium	Bacteria	183
200313_A00902_A_L001_APMG-8-7	Flavobacterium	Bacteria	3
200313_A00902_A_L001_APMG-8-8	Flavobacterium	Bacteria	230
200313_A00902_A_L001_APMG-8-9	Flavobacterium	Bacteria	238
200313_A00902_A_L002_APMG-9-1	Flavobacterium	Bacteria	130
200313_A00902_A_L002_APMG-9-10	Flavobacterium	Bacteria	154
200313_A00902_A_L002_APMG-9-11	Flavobacterium	Bacteria	126
200313_A00902_A_L002_APMG-9-2	Flavobacterium	Bacteria	113
200313_A00902_A_L002_APMG-9-3	Flavobacterium	Bacteria	292
200313_A00902_A_L002_APMG-9-5	Flavobacterium	Bacteria	163
200313_A00902_A_L002_APMG-9-6	Flavobacterium	Bacteria	126
200313_A00902_A_L002_APMG-9-7	Flavobacterium	Bacteria	277
200313_A00902_A_L002_APMG-9-8	Flavobacterium	Bacteria	132
200313_A00902_A_L002_APMG-9-9	Flavobacterium	Bacteria	103
201118_A00902_B_L1-2_APMG_19_1	Flavobacterium	Bacteria	154
201118_A00902_B_L1-2_APMG_19_10	Flavobacterium	Bacteria	120
201118_A00902_B_L1-2_APMG_19_11	Flavobacterium	Bacteria	397
201118_A00902_B_L1-2_APMG_19_12	Flavobacterium	Bacteria	418
201118_A00902_B_L1-2_APMG_19_13	Flavobacterium	Bacteria	641
201118_A00902_B_L1-2_APMG_19_14	Flavobacterium	Bacteria	584
201118_A00902_B_L1-2_APMG_19_15	Flavobacterium	Bacteria	39488
201118_A00902_B_L1-2_APMG_19_16	Flavobacterium	Bacteria	3129
201118_A00902_B_L1-2_APMG_19_17	Flavobacterium	Bacteria	1978
201118_A00902_B_L1-2_APMG_19_18	Flavobacterium	Bacteria	6
201118_A00902_B_L1-2_APMG_19_19	Flavobacterium	Bacteria	4
201118_A00902_B_L1-2_APMG_19_2	Flavobacterium	Bacteria	305
201118_A00902_B_L1-2_APMG_19_20	Flavobacterium	Bacteria	2
201118_A00902_B_L1-2_APMG_19_21	Flavobacterium	Bacteria	12
201118_A00902_B_L1-2_APMG_19_22	Flavobacterium	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Flavobacterium	Bacteria	151
201118_A00902_B_L1-2_APMG_19_4	Flavobacterium	Bacteria	7
201118_A00902_B_L1-2_APMG_19_5	Flavobacterium	Bacteria	392
201118_A00902_B_L1-2_APMG_19_6	Flavobacterium	Bacteria	4393
201118_A00902_B_L1-2_APMG_19_7	Flavobacterium	Bacteria	492
201118_A00902_B_L1-2_APMG_19_8	Flavobacterium	Bacteria	258
201118_A00902_B_L1-2_APMG_19_9	Flavobacterium	Bacteria	177
210810_A00902_B_L001_APMG-37-1	Flavobacterium	Bacteria	2173
210810_A00902_B_L001_APMG-37-10	Flavobacterium	Bacteria	5285
210810_A00902_B_L001_APMG-37-11	Flavobacterium	Bacteria	2467
210810_A00902_B_L001_APMG-37-12	Flavobacterium	Bacteria	1
210810_A00902_B_L001_APMG-37-15	Flavobacterium	Bacteria	9
210810_A00902_B_L001_APMG-37-2	Flavobacterium	Bacteria	2372
210810_A00902_B_L001_APMG-37-3	Flavobacterium	Bacteria	9145
210810_A00902_B_L001_APMG-37-4	Flavobacterium	Bacteria	5223
210810_A00902_B_L001_APMG-37-5	Flavobacterium	Bacteria	23
210810_A00902_B_L001_APMG-37-6	Flavobacterium	Bacteria	2209
210810_A00902_B_L001_APMG-37-7	Flavobacterium	Bacteria	9357
210810_A00902_B_L001_APMG-37-8	Flavobacterium	Bacteria	2231
210810_A00902_B_L001_APMG-37-9	Flavobacterium	Bacteria	9939
210810_A00902_B_L002_APMG-38-1	Flavobacterium	Bacteria	789
210810_A00902_B_L002_APMG-38-10	Flavobacterium	Bacteria	3056
210810_A00902_B_L002_APMG-38-11	Flavobacterium	Bacteria	15
210810_A00902_B_L002_APMG-38-14	Flavobacterium	Bacteria	2
210810_A00902_B_L002_APMG-38-15	Flavobacterium	Bacteria	2364
210810_A00902_B_L002_APMG-38-2	Flavobacterium	Bacteria	585
210810_A00902_B_L002_APMG-38-3	Flavobacterium	Bacteria	1732
210810_A00902_B_L002_APMG-38-4	Flavobacterium	Bacteria	19540
210810_A00902_B_L002_APMG-38-5	Flavobacterium	Bacteria	4166
210810_A00902_B_L002_APMG-38-6	Flavobacterium	Bacteria	3
210810_A00902_B_L002_APMG-38-7	Flavobacterium	Bacteria	10596
210810_A00902_B_L002_APMG-38-8	Flavobacterium	Bacteria	7388
210810_A00902_B_L002_APMG-38-9	Flavobacterium	Bacteria	1778
BH193L-1_S22	Flavobacterium	Bacteria	1593
BH193L-2_S19	Flavobacterium	Bacteria	1086
BH193L-2_S20	Flavobacterium	Bacteria	771
BH193L-3_S20	Flavobacterium	Bacteria	57029
BH193L-4_S23	Flavobacterium	Bacteria	1715
BH193L-5_S24	Flavobacterium	Bacteria	5625
BH194L-1_S25	Flavobacterium	Bacteria	4574
BH194L-2_S26	Flavobacterium	Bacteria	1097
BH194L-3_S25	Flavobacterium	Bacteria	612
BH194L-4_S16	Flavobacterium	Bacteria	804
BH194L-4_S17	Flavobacterium	Bacteria	474
BH194L-6_S26	Flavobacterium	Bacteria	523
BH194L-7_S17	Flavobacterium	Bacteria	3826
BH194L-7_S18	Flavobacterium	Bacteria	2508
BH195L-1_S27	Flavobacterium	Bacteria	1605
BH195L-2_S18	Flavobacterium	Bacteria	1193
BH195L-2_S19	Flavobacterium	Bacteria	742
BH195L-3_S28	Flavobacterium	Bacteria	16697
BH195L-4_S29	Flavobacterium	Bacteria	3365
ELS162S7	Flavobacterium	Bacteria	3931
ELS163S8	Flavobacterium	Bacteria	1856
ELS165S9	Flavobacterium	Bacteria	3242
ELS167S10	Flavobacterium	Bacteria	3258
IE111L-1_S1	Flavobacterium	Bacteria	16923
IE111L-2_S2	Flavobacterium	Bacteria	3484
IE111L-3_S3	Flavobacterium	Bacteria	3991
IE111L-4_S1	Flavobacterium	Bacteria	1977
IE111L-5_S5	Flavobacterium	Bacteria	5514
IE111L-6_S6	Flavobacterium	Bacteria	2619
IE111L-7_S7	Flavobacterium	Bacteria	2983
IE112L-1_S9	Flavobacterium	Bacteria	2088
IE112L-2_S10	Flavobacterium	Bacteria	2109
IE112L-3_S11	Flavobacterium	Bacteria	3713
IE112L-4_S17	Flavobacterium	Bacteria	4976
IE112L-5_S18	Flavobacterium	Bacteria	4886
IE112L-6_S19	Flavobacterium	Bacteria	4789
IE112L-7_S12	Flavobacterium	Bacteria	838
IE113L-1_S13	Flavobacterium	Bacteria	7658
IE113L-2_S14	Flavobacterium	Bacteria	3537
IE113L-3_S3	Flavobacterium	Bacteria	3548
IE113L-4_S4	Flavobacterium	Bacteria	2892
IE113L-5_S5	Flavobacterium	Bacteria	3094
IE113L-6_S6	Flavobacterium	Bacteria	2532
IE113L-7_S7	Flavobacterium	Bacteria	2798
IE114L-1_S9	Flavobacterium	Bacteria	1647
IE114L-2_S10	Flavobacterium	Bacteria	3378
IE114L-3_S11	Flavobacterium	Bacteria	3869
IE114L-5_S2	Flavobacterium	Bacteria	1
IE114L-6_S16	Flavobacterium	Bacteria	2
IE115L-3_S19	Flavobacterium	Bacteria	4
JK079L-1_S1	Flavobacterium	Bacteria	22947
JK079L-10-WDH_S10	Flavobacterium	Bacteria	2596
JK079L-11-WDH_S11	Flavobacterium	Bacteria	1783
JK079L-12-WDH_S12	Flavobacterium	Bacteria	2892
JK079L-13-WDH_S13	Flavobacterium	Bacteria	8510
JK079L-14-WDH_S14	Flavobacterium	Bacteria	60336
JK079L-15_S15	Flavobacterium	Bacteria	1
JK079L-2_S2	Flavobacterium	Bacteria	126591
JK079L-3_S3	Flavobacterium	Bacteria	244297
JK079L-4_S4	Flavobacterium	Bacteria	1191
JK079L-5_S5	Flavobacterium	Bacteria	931
JK079L-6-WDH_S6	Flavobacterium	Bacteria	3962
JK079L-7-WDH_S7	Flavobacterium	Bacteria	5436
JK079L-8_S8	Flavobacterium	Bacteria	4822
JK079L-9_S9	Flavobacterium	Bacteria	1170
JK080L-1_S17	Flavobacterium	Bacteria	2455
JK080L-10_S26	Flavobacterium	Bacteria	38
JK080L-11_S27	Flavobacterium	Bacteria	1808
JK080L-12_S28	Flavobacterium	Bacteria	71
JK080L-13_S29	Flavobacterium	Bacteria	83
JK080L-14_S30	Flavobacterium	Bacteria	62
JK080L-15_S31	Flavobacterium	Bacteria	2
JK080L-2_S18	Flavobacterium	Bacteria	1786
JK080L-3_S19	Flavobacterium	Bacteria	565
JK080L-4_S20	Flavobacterium	Bacteria	1054
JK080L-6_S22	Flavobacterium	Bacteria	1394
JK080L-7_S23	Flavobacterium	Bacteria	130
JK080L-8_S24	Flavobacterium	Bacteria	143
JK080L-9_S25	Flavobacterium	Bacteria	66
JK081L-1_S1	Flavobacterium	Bacteria	5823
JK081L-10_S10	Flavobacterium	Bacteria	3
JK081L-11_S11	Flavobacterium	Bacteria	4058
JK081L-12_S12	Flavobacterium	Bacteria	54692
JK081L-13_S13	Flavobacterium	Bacteria	1067
JK081L-15_S15	Flavobacterium	Bacteria	1
JK081L-2_S2	Flavobacterium	Bacteria	101491
JK081L-3_S3	Flavobacterium	Bacteria	4883
JK081L-4_S4	Flavobacterium	Bacteria	13428
JK081L-6_S6	Flavobacterium	Bacteria	17942
JK081L-7_S7	Flavobacterium	Bacteria	2034
JK081L-8_S8	Flavobacterium	Bacteria	2528
JK081L-9_S9	Flavobacterium	Bacteria	4821
JK105L-6_S21	Flavobacterium	Bacteria	8844
JK109L-4_S21	Flavobacterium	Bacteria	10013
JK109L-4_S22	Flavobacterium	Bacteria	17283
JK109L-5_S30	Flavobacterium	Bacteria	870
JK109L-6_S31	Flavobacterium	Bacteria	1528
JK109L-8_S33	Flavobacterium	Bacteria	1
JK115L-2_S24	Flavobacterium	Bacteria	10877
JK115L-4_S23	Flavobacterium	Bacteria	23690
JK136L-2_S2	Flavobacterium	Bacteria	664
JK136L-3_S3	Flavobacterium	Bacteria	435
JK136L-4_S4	Flavobacterium	Bacteria	554
JK136L-5_S5	Flavobacterium	Bacteria	299
JK136L-6_S6	Flavobacterium	Bacteria	1002
JK136L-7_S7	Flavobacterium	Bacteria	1072
JK137L-1_S9	Flavobacterium	Bacteria	983
JK137L-2_S10	Flavobacterium	Bacteria	410
JK137L-3_S11	Flavobacterium	Bacteria	1017
JK137L-4_S12	Flavobacterium	Bacteria	1089
JK137L-5_S13	Flavobacterium	Bacteria	1044
JK137L-6_S14	Flavobacterium	Bacteria	2098
JK137L-7_S15	Flavobacterium	Bacteria	1051
JK138L-1_S17	Flavobacterium	Bacteria	607
JK138L-2_S18	Flavobacterium	Bacteria	522
JK138L-3_S19	Flavobacterium	Bacteria	1127
JK138L-4_S20	Flavobacterium	Bacteria	1263
JK138L-6_S22	Flavobacterium	Bacteria	191
JK138L-7_S23	Flavobacterium	Bacteria	153
JoW001L-1_S1	Flavobacterium	Bacteria	313
JoW001L-2_S2	Flavobacterium	Bacteria	535
JoW001L-3_S3	Flavobacterium	Bacteria	330
JoW001L-4_S4	Flavobacterium	Bacteria	486
JoW001L-5_S5	Flavobacterium	Bacteria	295
JoW001L-6_S6	Flavobacterium	Bacteria	326
JoW002L-1_S9	Flavobacterium	Bacteria	130
JoW002L-2_S10	Flavobacterium	Bacteria	89
JoW002L-4_S12	Flavobacterium	Bacteria	309
JoW002L-5_S13	Flavobacterium	Bacteria	1906
JoW002L-6_S14	Flavobacterium	Bacteria	425
JoW002L-7_S15	Flavobacterium	Bacteria	1
JoW003L-1_S17	Flavobacterium	Bacteria	131
JoW003L-2_S18	Flavobacterium	Bacteria	110
JoW003L-3_S19	Flavobacterium	Bacteria	73
JoW003L-4_S20	Flavobacterium	Bacteria	91
JoW003L-5_S21	Flavobacterium	Bacteria	107
JoW003L-6_S22	Flavobacterium	Bacteria	43
JoW004L-1_S25	Flavobacterium	Bacteria	61
JoW004L-2_S26	Flavobacterium	Bacteria	167
JoW004L-3_S27	Flavobacterium	Bacteria	100
JoW004L-4_S28	Flavobacterium	Bacteria	86
JoW004L-5_S29	Flavobacterium	Bacteria	34
JoW004L-6_S30	Flavobacterium	Bacteria	100
JoW004L-8_S32	Flavobacterium	Bacteria	1
JoW005L-1_S33	Flavobacterium	Bacteria	1495
JoW005L-2_S34	Flavobacterium	Bacteria	1083
JoW005L-3_S35	Flavobacterium	Bacteria	606
JoW005L-4_S36	Flavobacterium	Bacteria	817
JoW005L-5_S37	Flavobacterium	Bacteria	105
JoW007L-1_S1	Flavobacterium	Bacteria	65
JoW007L-2_S2	Flavobacterium	Bacteria	154
JoW007L-3_S3	Flavobacterium	Bacteria	137
JoW007L-4_S4	Flavobacterium	Bacteria	134
JoW007L-5_S5	Flavobacterium	Bacteria	96
JoW007L-6_S6	Flavobacterium	Bacteria	325
StB097L-01_S1	Flavobacterium	Bacteria	554
StB097L-02_S2	Flavobacterium	Bacteria	338
StB097L-03_S3	Flavobacterium	Bacteria	485
StB097L-04_S4	Flavobacterium	Bacteria	1165
StB097L-05_S5	Flavobacterium	Bacteria	1805
StB097L-06_S6	Flavobacterium	Bacteria	599
StB097L-07_S7	Flavobacterium	Bacteria	8
StB106L-01_S9	Flavobacterium	Bacteria	155
StB106L-02_S10	Flavobacterium	Bacteria	129
StB106L-04_S12	Flavobacterium	Bacteria	185
StB106L-05_S13	Flavobacterium	Bacteria	226
StB106L-06_S14	Flavobacterium	Bacteria	2
StB108L-01_S17	Flavobacterium	Bacteria	1170
StB108L-02_S18	Flavobacterium	Bacteria	1337
StB108L-03_S19	Flavobacterium	Bacteria	961
StB108L-04_S20	Flavobacterium	Bacteria	3
StB108L-05_S21	Flavobacterium	Bacteria	681
StB108L-06_S22	Flavobacterium	Bacteria	5
StB108L-07_S23	Flavobacterium	Bacteria	63
StB109L-01_S25	Flavobacterium	Bacteria	2036
StB109L-02_S26	Flavobacterium	Bacteria	2918
StB109L-04_S28	Flavobacterium	Bacteria	3813
StB109L-05_S29	Flavobacterium	Bacteria	453
StB109L-06_S30	Flavobacterium	Bacteria	153
StB109L-07_S31	Flavobacterium	Bacteria	3
StB109L-08_S32	Flavobacterium	Bacteria	1
WJ192L-1_S29	Flavobacterium	Bacteria	442
WJ192L-3_S30	Flavobacterium	Bacteria	743
WJ192L-4_S31	Flavobacterium	Bacteria	494
WJ192L-5_S32	Flavobacterium	Bacteria	1426
WJ192L-6_S33	Flavobacterium	Bacteria	2
WJ192L-7_S34	Flavobacterium	Bacteria	3
WJ194L-1_S21	Flavobacterium	Bacteria	1
WJ194L-2_S22	Flavobacterium	Bacteria	438
WJ194L-3_S23	Flavobacterium	Bacteria	557
WJ194L-4_S24	Flavobacterium	Bacteria	851
WJ194L-5_S25	Flavobacterium	Bacteria	461
WJ194L-6_S26	Flavobacterium	Bacteria	539
WJ194L-7_S27	Flavobacterium	Bacteria	5
WJ195L-1_S17	Flavobacterium	Bacteria	1139
WJ195L-5_S18	Flavobacterium	Bacteria	383
WJ195L-7_S19	Flavobacterium	Bacteria	1
WJ196L-1_S1	Flavobacterium	Bacteria	1
WJ196L-10_S10	Flavobacterium	Bacteria	194
WJ196L-11_S11	Flavobacterium	Bacteria	2839
WJ196L-12_S12	Flavobacterium	Bacteria	2128
WJ196L-13_S13	Flavobacterium	Bacteria	1105
WJ196L-14_S14	Flavobacterium	Bacteria	1540
WJ196L-15_S15	Flavobacterium	Bacteria	877
WJ196L-2_S2	Flavobacterium	Bacteria	2
WJ196L-3_S3	Flavobacterium	Bacteria	3
WJ196L-4_S4	Flavobacterium	Bacteria	24
WJ196L-5_S5	Flavobacterium	Bacteria	24
WJ196L-6_S6	Flavobacterium	Bacteria	51
WJ196L-7_S7	Flavobacterium	Bacteria	68
WJ196L-8_S8	Flavobacterium	Bacteria	101
WJ196L-9_S9	Flavobacterium	Bacteria	98
191011_SND405_A_L007_APMG-6-1	Iodobacter	Bacteria	9
191011_SND405_A_L007_APMG-6-2	Iodobacter	Bacteria	8
191011_SND405_A_L007_APMG-6-3	Iodobacter	Bacteria	2
191011_SND405_A_L007_APMG-6-4	Iodobacter	Bacteria	8
191011_SND405_A_L007_APMG-6-5	Iodobacter	Bacteria	1
191011_SND405_A_L007_APMG-6-6	Iodobacter	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Iodobacter	Bacteria	6
200313_A00902_A_L001_APMG-8-10	Iodobacter	Bacteria	8
200313_A00902_A_L001_APMG-8-11	Iodobacter	Bacteria	4
200313_A00902_A_L001_APMG-8-12	Iodobacter	Bacteria	18
200313_A00902_A_L001_APMG-8-2	Iodobacter	Bacteria	10
200313_A00902_A_L001_APMG-8-3	Iodobacter	Bacteria	26
200313_A00902_A_L001_APMG-8-5	Iodobacter	Bacteria	2
200313_A00902_A_L001_APMG-8-6	Iodobacter	Bacteria	42
200313_A00902_A_L001_APMG-8-8	Iodobacter	Bacteria	5
200313_A00902_A_L001_APMG-8-9	Iodobacter	Bacteria	10
200313_A00902_A_L002_APMG-9-1	Iodobacter	Bacteria	8
200313_A00902_A_L002_APMG-9-10	Iodobacter	Bacteria	12
200313_A00902_A_L002_APMG-9-11	Iodobacter	Bacteria	2
200313_A00902_A_L002_APMG-9-2	Iodobacter	Bacteria	28
200313_A00902_A_L002_APMG-9-3	Iodobacter	Bacteria	37
200313_A00902_A_L002_APMG-9-5	Iodobacter	Bacteria	3
200313_A00902_A_L002_APMG-9-6	Iodobacter	Bacteria	3
200313_A00902_A_L002_APMG-9-7	Iodobacter	Bacteria	9
200313_A00902_A_L002_APMG-9-8	Iodobacter	Bacteria	1
200313_A00902_A_L002_APMG-9-9	Iodobacter	Bacteria	10
201118_A00902_B_L1-2_APMG_19_1	Iodobacter	Bacteria	13
201118_A00902_B_L1-2_APMG_19_10	Iodobacter	Bacteria	18
201118_A00902_B_L1-2_APMG_19_11	Iodobacter	Bacteria	27
201118_A00902_B_L1-2_APMG_19_12	Iodobacter	Bacteria	18
201118_A00902_B_L1-2_APMG_19_13	Iodobacter	Bacteria	3
201118_A00902_B_L1-2_APMG_19_15	Iodobacter	Bacteria	44
201118_A00902_B_L1-2_APMG_19_16	Iodobacter	Bacteria	18
201118_A00902_B_L1-2_APMG_19_17	Iodobacter	Bacteria	77
201118_A00902_B_L1-2_APMG_19_2	Iodobacter	Bacteria	20
201118_A00902_B_L1-2_APMG_19_3	Iodobacter	Bacteria	16
201118_A00902_B_L1-2_APMG_19_5	Iodobacter	Bacteria	24
201118_A00902_B_L1-2_APMG_19_6	Iodobacter	Bacteria	12
201118_A00902_B_L1-2_APMG_19_7	Iodobacter	Bacteria	18
201118_A00902_B_L1-2_APMG_19_8	Iodobacter	Bacteria	81
201118_A00902_B_L1-2_APMG_19_9	Iodobacter	Bacteria	6
210810_A00902_B_L001_APMG-37-1	Iodobacter	Bacteria	11
210810_A00902_B_L001_APMG-37-10	Iodobacter	Bacteria	12
210810_A00902_B_L001_APMG-37-11	Iodobacter	Bacteria	15
210810_A00902_B_L001_APMG-37-2	Iodobacter	Bacteria	25
210810_A00902_B_L001_APMG-37-3	Iodobacter	Bacteria	49
210810_A00902_B_L001_APMG-37-4	Iodobacter	Bacteria	28
210810_A00902_B_L001_APMG-37-6	Iodobacter	Bacteria	29
210810_A00902_B_L001_APMG-37-7	Iodobacter	Bacteria	4
210810_A00902_B_L001_APMG-37-8	Iodobacter	Bacteria	29
210810_A00902_B_L001_APMG-37-9	Iodobacter	Bacteria	8
210810_A00902_B_L002_APMG-38-1	Iodobacter	Bacteria	1
210810_A00902_B_L002_APMG-38-10	Iodobacter	Bacteria	66
210810_A00902_B_L002_APMG-38-15	Iodobacter	Bacteria	2
210810_A00902_B_L002_APMG-38-2	Iodobacter	Bacteria	11
210810_A00902_B_L002_APMG-38-3	Iodobacter	Bacteria	21
