sample	class	superkingdom	taxonReads
WJ194L-6_S26	Thermoflexia	Bacteria	4
WJ195L-1_S17	Thermoflexia	Bacteria	4
WJ195L-5_S18	Thermoflexia	Bacteria	3
WJ196L-10_S10	Thermoflexia	Bacteria	3
WJ196L-11_S11	Thermoflexia	Bacteria	7
WJ196L-12_S12	Thermoflexia	Bacteria	4
WJ196L-13_S13	Thermoflexia	Bacteria	2
WJ196L-14_S14	Thermoflexia	Bacteria	8
WJ196L-15_S15	Thermoflexia	Bacteria	1
WJ196L-4_S4	Thermoflexia	Bacteria	5
WJ196L-5_S5	Thermoflexia	Bacteria	1
WJ196L-7_S7	Thermoflexia	Bacteria	2
WJ196L-8_S8	Thermoflexia	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Thermoleophilia	Bacteria	29
191011_SND405_A_L007_APMG-6-2	Thermoleophilia	Bacteria	111
191011_SND405_A_L007_APMG-6-3	Thermoleophilia	Bacteria	107
191011_SND405_A_L007_APMG-6-4	Thermoleophilia	Bacteria	168
191011_SND405_A_L007_APMG-6-5	Thermoleophilia	Bacteria	3
191011_SND405_A_L007_APMG-6-6	Thermoleophilia	Bacteria	18
200313_A00902_A_L001_APMG-8-1	Thermoleophilia	Bacteria	187
200313_A00902_A_L001_APMG-8-10	Thermoleophilia	Bacteria	111
200313_A00902_A_L001_APMG-8-11	Thermoleophilia	Bacteria	98
200313_A00902_A_L001_APMG-8-12	Thermoleophilia	Bacteria	117
200313_A00902_A_L001_APMG-8-2	Thermoleophilia	Bacteria	97
200313_A00902_A_L001_APMG-8-3	Thermoleophilia	Bacteria	283
200313_A00902_A_L001_APMG-8-4	Thermoleophilia	Bacteria	722
200313_A00902_A_L001_APMG-8-5	Thermoleophilia	Bacteria	649
200313_A00902_A_L001_APMG-8-6	Thermoleophilia	Bacteria	84
200313_A00902_A_L001_APMG-8-8	Thermoleophilia	Bacteria	16
200313_A00902_A_L001_APMG-8-9	Thermoleophilia	Bacteria	70
200313_A00902_A_L002_APMG-9-1	Thermoleophilia	Bacteria	58
200313_A00902_A_L002_APMG-9-10	Thermoleophilia	Bacteria	47
200313_A00902_A_L002_APMG-9-11	Thermoleophilia	Bacteria	42
200313_A00902_A_L002_APMG-9-2	Thermoleophilia	Bacteria	33
200313_A00902_A_L002_APMG-9-3	Thermoleophilia	Bacteria	23
200313_A00902_A_L002_APMG-9-5	Thermoleophilia	Bacteria	36
200313_A00902_A_L002_APMG-9-6	Thermoleophilia	Bacteria	21
200313_A00902_A_L002_APMG-9-7	Thermoleophilia	Bacteria	27
200313_A00902_A_L002_APMG-9-8	Thermoleophilia	Bacteria	37
200313_A00902_A_L002_APMG-9-9	Thermoleophilia	Bacteria	25
201118_A00902_B_L1-2_APMG_19_1	Thermoleophilia	Bacteria	578
201118_A00902_B_L1-2_APMG_19_10	Thermoleophilia	Bacteria	1577
201118_A00902_B_L1-2_APMG_19_11	Thermoleophilia	Bacteria	507
201118_A00902_B_L1-2_APMG_19_12	Thermoleophilia	Bacteria	7128
201118_A00902_B_L1-2_APMG_19_13	Thermoleophilia	Bacteria	387
201118_A00902_B_L1-2_APMG_19_14	Thermoleophilia	Bacteria	656
201118_A00902_B_L1-2_APMG_19_15	Thermoleophilia	Bacteria	564
201118_A00902_B_L1-2_APMG_19_16	Thermoleophilia	Bacteria	601
201118_A00902_B_L1-2_APMG_19_17	Thermoleophilia	Bacteria	214
201118_A00902_B_L1-2_APMG_19_18	Thermoleophilia	Bacteria	5
201118_A00902_B_L1-2_APMG_19_19	Thermoleophilia	Bacteria	4
201118_A00902_B_L1-2_APMG_19_2	Thermoleophilia	Bacteria	921
201118_A00902_B_L1-2_APMG_19_22	Thermoleophilia	Bacteria	2
201118_A00902_B_L1-2_APMG_19_3	Thermoleophilia	Bacteria	1155
201118_A00902_B_L1-2_APMG_19_4	Thermoleophilia	Bacteria	2
201118_A00902_B_L1-2_APMG_19_5	Thermoleophilia	Bacteria	500
201118_A00902_B_L1-2_APMG_19_6	Thermoleophilia	Bacteria	327
201118_A00902_B_L1-2_APMG_19_7	Thermoleophilia	Bacteria	173
201118_A00902_B_L1-2_APMG_19_8	Thermoleophilia	Bacteria	182
201118_A00902_B_L1-2_APMG_19_9	Thermoleophilia	Bacteria	1413
210810_A00902_B_L001_APMG-37-1	Thermoleophilia	Bacteria	456
210810_A00902_B_L001_APMG-37-10	Thermoleophilia	Bacteria	622
210810_A00902_B_L001_APMG-37-11	Thermoleophilia	Bacteria	322
210810_A00902_B_L001_APMG-37-2	Thermoleophilia	Bacteria	212
210810_A00902_B_L001_APMG-37-3	Thermoleophilia	Bacteria	187
210810_A00902_B_L001_APMG-37-4	Thermoleophilia	Bacteria	819
210810_A00902_B_L001_APMG-37-6	Thermoleophilia	Bacteria	595
210810_A00902_B_L001_APMG-37-7	Thermoleophilia	Bacteria	1083
210810_A00902_B_L001_APMG-37-8	Thermoleophilia	Bacteria	433
210810_A00902_B_L001_APMG-37-9	Thermoleophilia	Bacteria	1034
210810_A00902_B_L002_APMG-38-1	Thermoleophilia	Bacteria	801
210810_A00902_B_L002_APMG-38-10	Thermoleophilia	Bacteria	647
210810_A00902_B_L002_APMG-38-11	Thermoleophilia	Bacteria	1
210810_A00902_B_L002_APMG-38-15	Thermoleophilia	Bacteria	265
210810_A00902_B_L002_APMG-38-2	Thermoleophilia	Bacteria	367
210810_A00902_B_L002_APMG-38-3	Thermoleophilia	Bacteria	461
210810_A00902_B_L002_APMG-38-4	Thermoleophilia	Bacteria	361
210810_A00902_B_L002_APMG-38-5	Thermoleophilia	Bacteria	685
210810_A00902_B_L002_APMG-38-7	Thermoleophilia	Bacteria	998
210810_A00902_B_L002_APMG-38-8	Thermoleophilia	Bacteria	792
210810_A00902_B_L002_APMG-38-9	Thermoleophilia	Bacteria	358
BH193L-1_S22	Thermoleophilia	Bacteria	295
BH193L-2_S19	Thermoleophilia	Bacteria	241
BH193L-2_S20	Thermoleophilia	Bacteria	187
BH193L-3_S20	Thermoleophilia	Bacteria	388
BH193L-4_S23	Thermoleophilia	Bacteria	160
BH193L-5_S24	Thermoleophilia	Bacteria	112
BH194L-1_S25	Thermoleophilia	Bacteria	477
BH194L-2_S26	Thermoleophilia	Bacteria	550
BH194L-3_S25	Thermoleophilia	Bacteria	568
BH194L-4_S16	Thermoleophilia	Bacteria	823
BH194L-4_S17	Thermoleophilia	Bacteria	471
BH194L-6_S26	Thermoleophilia	Bacteria	336
BH194L-7_S17	Thermoleophilia	Bacteria	495
BH194L-7_S18	Thermoleophilia	Bacteria	312
BH195L-1_S27	Thermoleophilia	Bacteria	369
BH195L-2_S18	Thermoleophilia	Bacteria	699
BH195L-2_S19	Thermoleophilia	Bacteria	390
BH195L-3_S28	Thermoleophilia	Bacteria	298
BH195L-4_S29	Thermoleophilia	Bacteria	471
ELS162S7	Thermoleophilia	Bacteria	1304
ELS163S8	Thermoleophilia	Bacteria	977
ELS165S9	Thermoleophilia	Bacteria	1975
ELS167S10	Thermoleophilia	Bacteria	1057
ELS170S11	Thermoleophilia	Bacteria	1
IE111L-1_S1	Thermoleophilia	Bacteria	1488
IE111L-2_S2	Thermoleophilia	Bacteria	1590
IE111L-3_S3	Thermoleophilia	Bacteria	1470
IE111L-4_S1	Thermoleophilia	Bacteria	4063
IE111L-5_S5	Thermoleophilia	Bacteria	1888
IE111L-6_S6	Thermoleophilia	Bacteria	1732
IE111L-7_S7	Thermoleophilia	Bacteria	1772
IE112L-1_S9	Thermoleophilia	Bacteria	1849
IE112L-2_S10	Thermoleophilia	Bacteria	1138
IE112L-3_S11	Thermoleophilia	Bacteria	1583
IE112L-4_S17	Thermoleophilia	Bacteria	1522
IE112L-5_S18	Thermoleophilia	Bacteria	1040
IE112L-6_S19	Thermoleophilia	Bacteria	1289
IE112L-7_S12	Thermoleophilia	Bacteria	258
IE113L-1_S13	Thermoleophilia	Bacteria	2406
IE113L-2_S14	Thermoleophilia	Bacteria	7039
IE113L-3_S3	Thermoleophilia	Bacteria	2620
IE113L-4_S4	Thermoleophilia	Bacteria	2087
IE113L-5_S5	Thermoleophilia	Bacteria	4168
IE113L-6_S6	Thermoleophilia	Bacteria	6364
IE113L-7_S7	Thermoleophilia	Bacteria	5496
IE114L-1_S9	Thermoleophilia	Bacteria	4699
IE114L-2_S10	Thermoleophilia	Bacteria	8191
IE114L-3_S11	Thermoleophilia	Bacteria	6143
IE115L-6_S15	Thermoleophilia	Bacteria	1
JK079L-1_S1	Thermoleophilia	Bacteria	291
JK079L-10-WDH_S10	Thermoleophilia	Bacteria	492
JK079L-11-WDH_S11	Thermoleophilia	Bacteria	209
JK079L-12-WDH_S12	Thermoleophilia	Bacteria	164
JK079L-13-WDH_S13	Thermoleophilia	Bacteria	244
JK079L-14-WDH_S14	Thermoleophilia	Bacteria	153
JK079L-2_S2	Thermoleophilia	Bacteria	263
JK079L-3_S3	Thermoleophilia	Bacteria	222
JK079L-4_S4	Thermoleophilia	Bacteria	496
JK079L-5_S5	Thermoleophilia	Bacteria	169
JK079L-6-WDH_S6	Thermoleophilia	Bacteria	286
JK079L-7-WDH_S7	Thermoleophilia	Bacteria	344
JK079L-8_S8	Thermoleophilia	Bacteria	250
JK079L-9_S9	Thermoleophilia	Bacteria	261
JK080L-1_S17	Thermoleophilia	Bacteria	69
JK080L-10_S26	Thermoleophilia	Bacteria	2322
JK080L-11_S27	Thermoleophilia	Bacteria	790
JK080L-12_S28	Thermoleophilia	Bacteria	2289
JK080L-13_S29	Thermoleophilia	Bacteria	2304
JK080L-14_S30	Thermoleophilia	Bacteria	2100
JK080L-2_S18	Thermoleophilia	Bacteria	82
JK080L-3_S19	Thermoleophilia	Bacteria	34
JK080L-4_S20	Thermoleophilia	Bacteria	283
JK080L-6_S22	Thermoleophilia	Bacteria	141
JK080L-7_S23	Thermoleophilia	Bacteria	49
JK080L-8_S24	Thermoleophilia	Bacteria	12421
JK080L-9_S25	Thermoleophilia	Bacteria	1774
JK081L-1_S1	Thermoleophilia	Bacteria	391
JK081L-11_S11	Thermoleophilia	Bacteria	858
JK081L-12_S12	Thermoleophilia	Bacteria	1343
JK081L-13_S13	Thermoleophilia	Bacteria	236
JK081L-2_S2	Thermoleophilia	Bacteria	685
JK081L-3_S3	Thermoleophilia	Bacteria	496
JK081L-4_S4	Thermoleophilia	Bacteria	2672
JK081L-6_S6	Thermoleophilia	Bacteria	5109
JK081L-7_S7	Thermoleophilia	Bacteria	1345
JK081L-8_S8	Thermoleophilia	Bacteria	366
JK081L-9_S9	Thermoleophilia	Bacteria	473
JK105L-6_S21	Thermoleophilia	Bacteria	516
JK109L-4_S21	Thermoleophilia	Bacteria	647
JK109L-4_S22	Thermoleophilia	Bacteria	1086
JK109L-5_S30	Thermoleophilia	Bacteria	184
JK109L-6_S31	Thermoleophilia	Bacteria	316
JK115L-2_S24	Thermoleophilia	Bacteria	831
JK115L-4_S23	Thermoleophilia	Bacteria	3313
JK136L-2_S2	Thermoleophilia	Bacteria	71
JK136L-3_S3	Thermoleophilia	Bacteria	52
JK136L-4_S4	Thermoleophilia	Bacteria	79
JK136L-5_S5	Thermoleophilia	Bacteria	34
JK136L-6_S6	Thermoleophilia	Bacteria	35
JK136L-7_S7	Thermoleophilia	Bacteria	58
JK137L-1_S9	Thermoleophilia	Bacteria	44
JK137L-2_S10	Thermoleophilia	Bacteria	13
JK137L-3_S11	Thermoleophilia	Bacteria	52
JK137L-4_S12	Thermoleophilia	Bacteria	63
JK137L-5_S13	Thermoleophilia	Bacteria	30
JK137L-6_S14	Thermoleophilia	Bacteria	46
JK137L-7_S15	Thermoleophilia	Bacteria	23
JK138L-1_S17	Thermoleophilia	Bacteria	15
JK138L-2_S18	Thermoleophilia	Bacteria	14
JK138L-3_S19	Thermoleophilia	Bacteria	26
JK138L-4_S20	Thermoleophilia	Bacteria	45
JK138L-6_S22	Thermoleophilia	Bacteria	15
JK138L-7_S23	Thermoleophilia	Bacteria	25
JoW001L-1_S1	Thermoleophilia	Bacteria	6
JoW001L-2_S2	Thermoleophilia	Bacteria	6
JoW001L-3_S3	Thermoleophilia	Bacteria	13
JoW001L-4_S4	Thermoleophilia	Bacteria	12
JoW001L-5_S5	Thermoleophilia	Bacteria	2
JoW001L-6_S6	Thermoleophilia	Bacteria	7
JoW002L-1_S9	Thermoleophilia	Bacteria	9
JoW002L-2_S10	Thermoleophilia	Bacteria	2
JoW002L-4_S12	Thermoleophilia	Bacteria	4
JoW002L-5_S13	Thermoleophilia	Bacteria	3
JoW002L-6_S14	Thermoleophilia	Bacteria	7
JoW003L-1_S17	Thermoleophilia	Bacteria	8
JoW003L-2_S18	Thermoleophilia	Bacteria	4
JoW003L-3_S19	Thermoleophilia	Bacteria	1
JoW003L-4_S20	Thermoleophilia	Bacteria	2
JoW003L-5_S21	Thermoleophilia	Bacteria	3
JoW003L-6_S22	Thermoleophilia	Bacteria	3
JoW004L-2_S26	Thermoleophilia	Bacteria	3
JoW004L-3_S27	Thermoleophilia	Bacteria	2
JoW004L-6_S30	Thermoleophilia	Bacteria	7
JoW005L-1_S33	Thermoleophilia	Bacteria	14
JoW005L-2_S34	Thermoleophilia	Bacteria	37
JoW005L-3_S35	Thermoleophilia	Bacteria	25
JoW005L-4_S36	Thermoleophilia	Bacteria	49
JoW007L-1_S1	Thermoleophilia	Bacteria	3
JoW007L-2_S2	Thermoleophilia	Bacteria	8
JoW007L-3_S3	Thermoleophilia	Bacteria	3
JoW007L-4_S4	Thermoleophilia	Bacteria	6
JoW007L-5_S5	Thermoleophilia	Bacteria	1
JoW007L-6_S6	Thermoleophilia	Bacteria	3
StB097L-01_S1	Thermoleophilia	Bacteria	79
StB097L-02_S2	Thermoleophilia	Bacteria	41
StB097L-03_S3	Thermoleophilia	Bacteria	74
StB097L-04_S4	Thermoleophilia	Bacteria	88
StB097L-05_S5	Thermoleophilia	Bacteria	138
StB097L-06_S6	Thermoleophilia	Bacteria	64
StB106L-01_S9	Thermoleophilia	Bacteria	62
StB106L-02_S10	Thermoleophilia	Bacteria	78
StB106L-04_S12	Thermoleophilia	Bacteria	45
StB106L-05_S13	Thermoleophilia	Bacteria	78
StB108L-01_S17	Thermoleophilia	Bacteria	52
StB108L-02_S18	Thermoleophilia	Bacteria	39
StB108L-03_S19	Thermoleophilia	Bacteria	51
StB108L-05_S21	Thermoleophilia	Bacteria	21
StB108L-07_S23	Thermoleophilia	Bacteria	17
StB108L-08_S24	Thermoleophilia	Bacteria	1
StB109L-01_S25	Thermoleophilia	Bacteria	44
StB109L-02_S26	Thermoleophilia	Bacteria	27
StB109L-04_S28	Thermoleophilia	Bacteria	43
StB109L-05_S29	Thermoleophilia	Bacteria	18
StB109L-06_S30	Thermoleophilia	Bacteria	27
WJ192L-1_S29	Thermoleophilia	Bacteria	339
WJ192L-3_S30	Thermoleophilia	Bacteria	456
WJ192L-4_S31	Thermoleophilia	Bacteria	920
WJ192L-5_S32	Thermoleophilia	Bacteria	638
WJ192L-6_S33	Thermoleophilia	Bacteria	2
WJ192L-7_S34	Thermoleophilia	Bacteria	3
WJ194L-2_S22	Thermoleophilia	Bacteria	242
WJ194L-3_S23	Thermoleophilia	Bacteria	164
WJ194L-4_S24	Thermoleophilia	Bacteria	428
WJ194L-5_S25	Thermoleophilia	Bacteria	267
WJ194L-6_S26	Thermoleophilia	Bacteria	366
WJ195L-1_S17	Thermoleophilia	Bacteria	526
WJ195L-5_S18	Thermoleophilia	Bacteria	157
WJ196L-1_S1	Thermoleophilia	Bacteria	1
WJ196L-10_S10	Thermoleophilia	Bacteria	491
WJ196L-11_S11	Thermoleophilia	Bacteria	909
WJ196L-12_S12	Thermoleophilia	Bacteria	472
WJ196L-13_S13	Thermoleophilia	Bacteria	644
WJ196L-14_S14	Thermoleophilia	Bacteria	499
WJ196L-15_S15	Thermoleophilia	Bacteria	833
WJ196L-4_S4	Thermoleophilia	Bacteria	492
WJ196L-5_S5	Thermoleophilia	Bacteria	694
WJ196L-6_S6	Thermoleophilia	Bacteria	1610
WJ196L-7_S7	Thermoleophilia	Bacteria	374
WJ196L-8_S8	Thermoleophilia	Bacteria	446
WJ196L-9_S9	Thermoleophilia	Bacteria	702
191011_SND405_A_L007_APMG-6-1	Thermomicrobia	Bacteria	2
191011_SND405_A_L007_APMG-6-2	Thermomicrobia	Bacteria	2
191011_SND405_A_L007_APMG-6-4	Thermomicrobia	Bacteria	2
191011_SND405_A_L007_APMG-6-5	Thermomicrobia	Bacteria	2
191011_SND405_A_L007_APMG-6-6	Thermomicrobia	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Thermomicrobia	Bacteria	2
200313_A00902_A_L001_APMG-8-10	Thermomicrobia	Bacteria	3
200313_A00902_A_L001_APMG-8-11	Thermomicrobia	Bacteria	2
200313_A00902_A_L001_APMG-8-12	Thermomicrobia	Bacteria	6
200313_A00902_A_L001_APMG-8-2	Thermomicrobia	Bacteria	2
200313_A00902_A_L001_APMG-8-3	Thermomicrobia	Bacteria	2
200313_A00902_A_L001_APMG-8-4	Thermomicrobia	Bacteria	11
200313_A00902_A_L001_APMG-8-5	Thermomicrobia	Bacteria	6
200313_A00902_A_L001_APMG-8-6	Thermomicrobia	Bacteria	2
200313_A00902_A_L001_APMG-8-8	Thermomicrobia	Bacteria	2
200313_A00902_A_L001_APMG-8-9	Thermomicrobia	Bacteria	1
200313_A00902_A_L002_APMG-9-1	Thermomicrobia	Bacteria	5
200313_A00902_A_L002_APMG-9-10	Thermomicrobia	Bacteria	6
200313_A00902_A_L002_APMG-9-11	Thermomicrobia	Bacteria	13
200313_A00902_A_L002_APMG-9-2	Thermomicrobia	Bacteria	7
200313_A00902_A_L002_APMG-9-3	Thermomicrobia	Bacteria	1
200313_A00902_A_L002_APMG-9-5	Thermomicrobia	Bacteria	3
200313_A00902_A_L002_APMG-9-6	Thermomicrobia	Bacteria	5
200313_A00902_A_L002_APMG-9-7	Thermomicrobia	Bacteria	4
200313_A00902_A_L002_APMG-9-8	Thermomicrobia	Bacteria	7
200313_A00902_A_L002_APMG-9-9	Thermomicrobia	Bacteria	6
201118_A00902_B_L1-2_APMG_19_1	Thermomicrobia	Bacteria	58
201118_A00902_B_L1-2_APMG_19_10	Thermomicrobia	Bacteria	23
201118_A00902_B_L1-2_APMG_19_11	Thermomicrobia	Bacteria	27
201118_A00902_B_L1-2_APMG_19_12	Thermomicrobia	Bacteria	72
201118_A00902_B_L1-2_APMG_19_13	Thermomicrobia	Bacteria	80
201118_A00902_B_L1-2_APMG_19_14	Thermomicrobia	Bacteria	93
201118_A00902_B_L1-2_APMG_19_15	Thermomicrobia	Bacteria	59
201118_A00902_B_L1-2_APMG_19_16	Thermomicrobia	Bacteria	128
201118_A00902_B_L1-2_APMG_19_17	Thermomicrobia	Bacteria	51
201118_A00902_B_L1-2_APMG_19_19	Thermomicrobia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Thermomicrobia	Bacteria	134
201118_A00902_B_L1-2_APMG_19_3	Thermomicrobia	Bacteria	48
201118_A00902_B_L1-2_APMG_19_4	Thermomicrobia	Bacteria	2
201118_A00902_B_L1-2_APMG_19_5	Thermomicrobia	Bacteria	14
201118_A00902_B_L1-2_APMG_19_6	Thermomicrobia	Bacteria	14
201118_A00902_B_L1-2_APMG_19_7	Thermomicrobia	Bacteria	36
201118_A00902_B_L1-2_APMG_19_8	Thermomicrobia	Bacteria	15
201118_A00902_B_L1-2_APMG_19_9	Thermomicrobia	Bacteria	33
210810_A00902_B_L001_APMG-37-1	Thermomicrobia	Bacteria	9
210810_A00902_B_L001_APMG-37-10	Thermomicrobia	Bacteria	66
210810_A00902_B_L001_APMG-37-11	Thermomicrobia	Bacteria	23
210810_A00902_B_L001_APMG-37-2	Thermomicrobia	Bacteria	19
210810_A00902_B_L001_APMG-37-3	Thermomicrobia	Bacteria	9
210810_A00902_B_L001_APMG-37-4	Thermomicrobia	Bacteria	43
210810_A00902_B_L001_APMG-37-6	Thermomicrobia	Bacteria	27
210810_A00902_B_L001_APMG-37-7	Thermomicrobia	Bacteria	72
210810_A00902_B_L001_APMG-37-8	Thermomicrobia	Bacteria	28
210810_A00902_B_L001_APMG-37-9	Thermomicrobia	Bacteria	53
210810_A00902_B_L002_APMG-38-1	Thermomicrobia	Bacteria	77
210810_A00902_B_L002_APMG-38-10	Thermomicrobia	Bacteria	21
210810_A00902_B_L002_APMG-38-15	Thermomicrobia	Bacteria	29
210810_A00902_B_L002_APMG-38-2	Thermomicrobia	Bacteria	35
210810_A00902_B_L002_APMG-38-3	Thermomicrobia	Bacteria	20
210810_A00902_B_L002_APMG-38-4	Thermomicrobia	Bacteria	12
210810_A00902_B_L002_APMG-38-5	Thermomicrobia	Bacteria	16
210810_A00902_B_L002_APMG-38-7	Thermomicrobia	Bacteria	62
210810_A00902_B_L002_APMG-38-8	Thermomicrobia	Bacteria	104
210810_A00902_B_L002_APMG-38-9	Thermomicrobia	Bacteria	18
BH193L-1_S22	Thermomicrobia	Bacteria	10
BH193L-2_S19	Thermomicrobia	Bacteria	6
BH193L-2_S20	Thermomicrobia	Bacteria	5
BH193L-3_S20	Thermomicrobia	Bacteria	27
BH193L-4_S23	Thermomicrobia	Bacteria	7
BH193L-5_S24	Thermomicrobia	Bacteria	8
BH194L-1_S25	Thermomicrobia	Bacteria	45
BH194L-2_S26	Thermomicrobia	Bacteria	14
BH194L-3_S25	Thermomicrobia	Bacteria	53
BH194L-4_S16	Thermomicrobia	Bacteria	52
BH194L-4_S17	Thermomicrobia	Bacteria	38
BH194L-6_S26	Thermomicrobia	Bacteria	33
BH194L-7_S17	Thermomicrobia	Bacteria	34
BH194L-7_S18	Thermomicrobia	Bacteria	12
BH195L-1_S27	Thermomicrobia	Bacteria	12
BH195L-2_S18	Thermomicrobia	Bacteria	18
BH195L-2_S19	Thermomicrobia	Bacteria	12
BH195L-3_S28	Thermomicrobia	Bacteria	13
BH195L-4_S29	Thermomicrobia	Bacteria	9
ELS162S7	Thermomicrobia	Bacteria	47
ELS163S8	Thermomicrobia	Bacteria	29
ELS165S9	Thermomicrobia	Bacteria	69
ELS167S10	Thermomicrobia	Bacteria	32
IE111L-1_S1	Thermomicrobia	Bacteria	81
IE111L-2_S2	Thermomicrobia	Bacteria	62
IE111L-3_S3	Thermomicrobia	Bacteria	52
IE111L-4_S1	Thermomicrobia	Bacteria	77
IE111L-5_S5	Thermomicrobia	Bacteria	83
IE111L-6_S6	Thermomicrobia	Bacteria	55
IE111L-7_S7	Thermomicrobia	Bacteria	60
IE112L-1_S9	Thermomicrobia	Bacteria	44
IE112L-2_S10	Thermomicrobia	Bacteria	29
IE112L-3_S11	Thermomicrobia	Bacteria	52
IE112L-4_S17	Thermomicrobia	Bacteria	39
IE112L-5_S18	Thermomicrobia	Bacteria	30
IE112L-6_S19	Thermomicrobia	Bacteria	44
IE112L-7_S12	Thermomicrobia	Bacteria	8
IE113L-1_S13	Thermomicrobia	Bacteria	77
IE113L-2_S14	Thermomicrobia	Bacteria	107
IE113L-3_S3	Thermomicrobia	Bacteria	49
IE113L-4_S4	Thermomicrobia	Bacteria	30
IE113L-5_S5	Thermomicrobia	Bacteria	63
IE113L-6_S6	Thermomicrobia	Bacteria	57
IE113L-7_S7	Thermomicrobia	Bacteria	75
IE114L-1_S9	Thermomicrobia	Bacteria	82
IE114L-2_S10	Thermomicrobia	Bacteria	125
IE114L-3_S11	Thermomicrobia	Bacteria	139
JK079L-1_S1	Thermomicrobia	Bacteria	8
JK079L-10-WDH_S10	Thermomicrobia	Bacteria	15
JK079L-11-WDH_S11	Thermomicrobia	Bacteria	16
JK079L-12-WDH_S12	Thermomicrobia	Bacteria	13
JK079L-13-WDH_S13	Thermomicrobia	Bacteria	21
JK079L-14-WDH_S14	Thermomicrobia	Bacteria	17
JK079L-2_S2	Thermomicrobia	Bacteria	8
JK079L-3_S3	Thermomicrobia	Bacteria	11
JK079L-4_S4	Thermomicrobia	Bacteria	7
JK079L-5_S5	Thermomicrobia	Bacteria	9
JK079L-6-WDH_S6	Thermomicrobia	Bacteria	11
JK079L-7-WDH_S7	Thermomicrobia	Bacteria	15
JK079L-8_S8	Thermomicrobia	Bacteria	18
JK079L-9_S9	Thermomicrobia	Bacteria	17
JK080L-1_S17	Thermomicrobia	Bacteria	8
JK080L-10_S26	Thermomicrobia	Bacteria	9
JK080L-11_S27	Thermomicrobia	Bacteria	133
JK080L-12_S28	Thermomicrobia	Bacteria	26
JK080L-13_S29	Thermomicrobia	Bacteria	35
JK080L-14_S30	Thermomicrobia	Bacteria	37
JK080L-2_S18	Thermomicrobia	Bacteria	11
JK080L-3_S19	Thermomicrobia	Bacteria	5
JK080L-4_S20	Thermomicrobia	Bacteria	18
JK080L-6_S22	Thermomicrobia	Bacteria	7
JK080L-7_S23	Thermomicrobia	Bacteria	11
JK080L-8_S24	Thermomicrobia	Bacteria	35
JK080L-9_S25	Thermomicrobia	Bacteria	21
JK081L-1_S1	Thermomicrobia	Bacteria	19
JK081L-11_S11	Thermomicrobia	Bacteria	68
JK081L-12_S12	Thermomicrobia	Bacteria	52
JK081L-13_S13	Thermomicrobia	Bacteria	10
JK081L-2_S2	Thermomicrobia	Bacteria	30
JK081L-3_S3	Thermomicrobia	Bacteria	35
JK081L-4_S4	Thermomicrobia	Bacteria	109
JK081L-6_S6	Thermomicrobia	Bacteria	94
JK081L-7_S7	Thermomicrobia	Bacteria	39
JK081L-8_S8	Thermomicrobia	Bacteria	39
JK081L-9_S9	Thermomicrobia	Bacteria	50
JK105L-6_S21	Thermomicrobia	Bacteria	44
JK109L-4_S21	Thermomicrobia	Bacteria	41
JK109L-4_S22	Thermomicrobia	Bacteria	74
JK109L-5_S30	Thermomicrobia	Bacteria	10
JK109L-6_S31	Thermomicrobia	Bacteria	12
JK115L-2_S24	Thermomicrobia	Bacteria	74
JK115L-4_S23	Thermomicrobia	Bacteria	137
JK136L-2_S2	Thermomicrobia	Bacteria	22
JK136L-3_S3	Thermomicrobia	Bacteria	24
JK136L-4_S4	Thermomicrobia	Bacteria	16
JK136L-5_S5	Thermomicrobia	Bacteria	4
JK136L-6_S6	Thermomicrobia	Bacteria	3
JK136L-7_S7	Thermomicrobia	Bacteria	5
JK137L-1_S9	Thermomicrobia	Bacteria	6
JK137L-2_S10	Thermomicrobia	Bacteria	5
JK137L-3_S11	Thermomicrobia	Bacteria	3
JK137L-4_S12	Thermomicrobia	Bacteria	7
JK137L-5_S13	Thermomicrobia	Bacteria	5
JK137L-6_S14	Thermomicrobia	Bacteria	5
JK137L-7_S15	Thermomicrobia	Bacteria	8
JK138L-1_S17	Thermomicrobia	Bacteria	18
JK138L-2_S18	Thermomicrobia	Bacteria	12
JK138L-3_S19	Thermomicrobia	Bacteria	15
JK138L-4_S20	Thermomicrobia	Bacteria	9
JK138L-6_S22	Thermomicrobia	Bacteria	13
JK138L-7_S23	Thermomicrobia	Bacteria	16
JoW001L-1_S1	Thermomicrobia	Bacteria	1
JoW001L-2_S2	Thermomicrobia	Bacteria	2
JoW001L-3_S3	Thermomicrobia	Bacteria	2
JoW001L-4_S4	Thermomicrobia	Bacteria	2
JoW001L-5_S5	Thermomicrobia	Bacteria	4
JoW001L-6_S6	Thermomicrobia	Bacteria	1
JoW002L-1_S9	Thermomicrobia	Bacteria	2
JoW002L-2_S10	Thermomicrobia	Bacteria	1
JoW002L-4_S12	Thermomicrobia	Bacteria	2
JoW002L-6_S14	Thermomicrobia	Bacteria	2
JoW003L-2_S18	Thermomicrobia	Bacteria	1
JoW003L-4_S20	Thermomicrobia	Bacteria	1
JoW004L-1_S25	Thermomicrobia	Bacteria	1
JoW004L-2_S26	Thermomicrobia	Bacteria	1
