sample	class	superkingdom	taxonReads
210810_A00902_B_L002_APMG-38-5	unassigned Candidatus Niyogibacteria class	Bacteria	1
210810_A00902_B_L002_APMG-38-7	unassigned Candidatus Niyogibacteria class	Bacteria	3
210810_A00902_B_L002_APMG-38-8	unassigned Candidatus Niyogibacteria class	Bacteria	2
BH193L-3_S20	unassigned Candidatus Niyogibacteria class	Bacteria	4
BH193L-4_S23	unassigned Candidatus Niyogibacteria class	Bacteria	1
BH194L-1_S25	unassigned Candidatus Niyogibacteria class	Bacteria	4
BH194L-2_S26	unassigned Candidatus Niyogibacteria class	Bacteria	3
BH194L-3_S25	unassigned Candidatus Niyogibacteria class	Bacteria	2
BH194L-4_S16	unassigned Candidatus Niyogibacteria class	Bacteria	1
BH194L-4_S17	unassigned Candidatus Niyogibacteria class	Bacteria	3
BH195L-1_S27	unassigned Candidatus Niyogibacteria class	Bacteria	1
BH195L-2_S19	unassigned Candidatus Niyogibacteria class	Bacteria	2
BH195L-3_S28	unassigned Candidatus Niyogibacteria class	Bacteria	1
BH195L-4_S29	unassigned Candidatus Niyogibacteria class	Bacteria	1
ELS162S7	unassigned Candidatus Niyogibacteria class	Bacteria	1
ELS163S8	unassigned Candidatus Niyogibacteria class	Bacteria	3
ELS165S9	unassigned Candidatus Niyogibacteria class	Bacteria	2
ELS167S10	unassigned Candidatus Niyogibacteria class	Bacteria	1
IE111L-1_S1	unassigned Candidatus Niyogibacteria class	Bacteria	1
IE111L-2_S2	unassigned Candidatus Niyogibacteria class	Bacteria	1
IE111L-4_S1	unassigned Candidatus Niyogibacteria class	Bacteria	2
IE111L-5_S5	unassigned Candidatus Niyogibacteria class	Bacteria	4
IE111L-6_S6	unassigned Candidatus Niyogibacteria class	Bacteria	2
IE111L-7_S7	unassigned Candidatus Niyogibacteria class	Bacteria	1
IE112L-1_S9	unassigned Candidatus Niyogibacteria class	Bacteria	3
IE112L-5_S18	unassigned Candidatus Niyogibacteria class	Bacteria	1
IE113L-1_S13	unassigned Candidatus Niyogibacteria class	Bacteria	1
IE113L-2_S14	unassigned Candidatus Niyogibacteria class	Bacteria	5
IE113L-3_S3	unassigned Candidatus Niyogibacteria class	Bacteria	5
IE113L-4_S4	unassigned Candidatus Niyogibacteria class	Bacteria	2
IE113L-5_S5	unassigned Candidatus Niyogibacteria class	Bacteria	3
IE113L-6_S6	unassigned Candidatus Niyogibacteria class	Bacteria	2
IE113L-7_S7	unassigned Candidatus Niyogibacteria class	Bacteria	4
IE114L-1_S9	unassigned Candidatus Niyogibacteria class	Bacteria	3
IE114L-2_S10	unassigned Candidatus Niyogibacteria class	Bacteria	5
IE114L-3_S11	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK079L-10-WDH_S10	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK079L-11-WDH_S11	unassigned Candidatus Niyogibacteria class	Bacteria	2
JK079L-12-WDH_S12	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK079L-3_S3	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK079L-4_S4	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK079L-5_S5	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK079L-6-WDH_S6	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK079L-9_S9	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK080L-1_S17	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK080L-10_S26	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK080L-11_S27	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK080L-12_S28	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK080L-13_S29	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK080L-14_S30	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK080L-2_S18	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK080L-4_S20	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK080L-7_S23	unassigned Candidatus Niyogibacteria class	Bacteria	2
JK080L-9_S25	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK081L-11_S11	unassigned Candidatus Niyogibacteria class	Bacteria	4
JK081L-12_S12	unassigned Candidatus Niyogibacteria class	Bacteria	7
JK081L-13_S13	unassigned Candidatus Niyogibacteria class	Bacteria	2
JK081L-3_S3	unassigned Candidatus Niyogibacteria class	Bacteria	2
JK081L-4_S4	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK081L-6_S6	unassigned Candidatus Niyogibacteria class	Bacteria	6
JK081L-7_S7	unassigned Candidatus Niyogibacteria class	Bacteria	4
JK081L-8_S8	unassigned Candidatus Niyogibacteria class	Bacteria	5
JK081L-9_S9	unassigned Candidatus Niyogibacteria class	Bacteria	7
JK105L-6_S21	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK109L-4_S21	unassigned Candidatus Niyogibacteria class	Bacteria	4
JK109L-4_S22	unassigned Candidatus Niyogibacteria class	Bacteria	2
JK109L-6_S31	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK115L-2_S24	unassigned Candidatus Niyogibacteria class	Bacteria	6
JK115L-4_S23	unassigned Candidatus Niyogibacteria class	Bacteria	3
JK136L-2_S2	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK136L-3_S3	unassigned Candidatus Niyogibacteria class	Bacteria	2
JK136L-6_S6	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK137L-5_S13	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK137L-7_S15	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK138L-1_S17	unassigned Candidatus Niyogibacteria class	Bacteria	1
JK138L-6_S22	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW001L-3_S3	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW001L-6_S6	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW002L-2_S10	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW002L-4_S12	unassigned Candidatus Niyogibacteria class	Bacteria	2
JoW004L-4_S28	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW005L-1_S33	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW005L-3_S35	unassigned Candidatus Niyogibacteria class	Bacteria	2
JoW005L-4_S36	unassigned Candidatus Niyogibacteria class	Bacteria	3
JoW007L-2_S2	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW007L-3_S3	unassigned Candidatus Niyogibacteria class	Bacteria	1
JoW007L-5_S5	unassigned Candidatus Niyogibacteria class	Bacteria	2
StB097L-03_S3	unassigned Candidatus Niyogibacteria class	Bacteria	1
StB097L-04_S4	unassigned Candidatus Niyogibacteria class	Bacteria	1
StB106L-02_S10	unassigned Candidatus Niyogibacteria class	Bacteria	2
StB108L-05_S21	unassigned Candidatus Niyogibacteria class	Bacteria	2
StB109L-01_S25	unassigned Candidatus Niyogibacteria class	Bacteria	2
StB109L-02_S26	unassigned Candidatus Niyogibacteria class	Bacteria	2
StB109L-05_S29	unassigned Candidatus Niyogibacteria class	Bacteria	1
StB109L-06_S30	unassigned Candidatus Niyogibacteria class	Bacteria	2
WJ192L-5_S32	unassigned Candidatus Niyogibacteria class	Bacteria	3
WJ194L-3_S23	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ194L-5_S25	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ195L-1_S17	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ196L-10_S10	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ196L-11_S11	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ196L-12_S12	unassigned Candidatus Niyogibacteria class	Bacteria	2
WJ196L-13_S13	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ196L-15_S15	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ196L-6_S6	unassigned Candidatus Niyogibacteria class	Bacteria	1
WJ196L-9_S9	unassigned Candidatus Niyogibacteria class	Bacteria	2
191011_SND405_A_L007_APMG-6-5	unassigned Candidatus Nomurabacteria class	Bacteria	1
200313_A00902_A_L001_APMG-8-2	unassigned Candidatus Nomurabacteria class	Bacteria	2
200313_A00902_A_L001_APMG-8-3	unassigned Candidatus Nomurabacteria class	Bacteria	1
200313_A00902_A_L001_APMG-8-5	unassigned Candidatus Nomurabacteria class	Bacteria	2
200313_A00902_A_L002_APMG-9-10	unassigned Candidatus Nomurabacteria class	Bacteria	8
200313_A00902_A_L002_APMG-9-11	unassigned Candidatus Nomurabacteria class	Bacteria	12
200313_A00902_A_L002_APMG-9-8	unassigned Candidatus Nomurabacteria class	Bacteria	1
200313_A00902_A_L002_APMG-9-9	unassigned Candidatus Nomurabacteria class	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	unassigned Candidatus Nomurabacteria class	Bacteria	51
201118_A00902_B_L1-2_APMG_19_10	unassigned Candidatus Nomurabacteria class	Bacteria	10
201118_A00902_B_L1-2_APMG_19_11	unassigned Candidatus Nomurabacteria class	Bacteria	27
201118_A00902_B_L1-2_APMG_19_12	unassigned Candidatus Nomurabacteria class	Bacteria	14
201118_A00902_B_L1-2_APMG_19_13	unassigned Candidatus Nomurabacteria class	Bacteria	9
201118_A00902_B_L1-2_APMG_19_14	unassigned Candidatus Nomurabacteria class	Bacteria	5
201118_A00902_B_L1-2_APMG_19_15	unassigned Candidatus Nomurabacteria class	Bacteria	18
201118_A00902_B_L1-2_APMG_19_16	unassigned Candidatus Nomurabacteria class	Bacteria	24
201118_A00902_B_L1-2_APMG_19_17	unassigned Candidatus Nomurabacteria class	Bacteria	11
201118_A00902_B_L1-2_APMG_19_2	unassigned Candidatus Nomurabacteria class	Bacteria	37
201118_A00902_B_L1-2_APMG_19_3	unassigned Candidatus Nomurabacteria class	Bacteria	28
201118_A00902_B_L1-2_APMG_19_5	unassigned Candidatus Nomurabacteria class	Bacteria	2
201118_A00902_B_L1-2_APMG_19_6	unassigned Candidatus Nomurabacteria class	Bacteria	3
201118_A00902_B_L1-2_APMG_19_8	unassigned Candidatus Nomurabacteria class	Bacteria	5
201118_A00902_B_L1-2_APMG_19_9	unassigned Candidatus Nomurabacteria class	Bacteria	11
210810_A00902_B_L001_APMG-37-1	unassigned Candidatus Nomurabacteria class	Bacteria	1
210810_A00902_B_L001_APMG-37-10	unassigned Candidatus Nomurabacteria class	Bacteria	39
210810_A00902_B_L001_APMG-37-11	unassigned Candidatus Nomurabacteria class	Bacteria	27
210810_A00902_B_L001_APMG-37-2	unassigned Candidatus Nomurabacteria class	Bacteria	7
210810_A00902_B_L001_APMG-37-3	unassigned Candidatus Nomurabacteria class	Bacteria	7
210810_A00902_B_L001_APMG-37-4	unassigned Candidatus Nomurabacteria class	Bacteria	6
210810_A00902_B_L001_APMG-37-6	unassigned Candidatus Nomurabacteria class	Bacteria	20
210810_A00902_B_L001_APMG-37-7	unassigned Candidatus Nomurabacteria class	Bacteria	38
210810_A00902_B_L001_APMG-37-8	unassigned Candidatus Nomurabacteria class	Bacteria	14
210810_A00902_B_L001_APMG-37-9	unassigned Candidatus Nomurabacteria class	Bacteria	58
210810_A00902_B_L002_APMG-38-1	unassigned Candidatus Nomurabacteria class	Bacteria	12
210810_A00902_B_L002_APMG-38-10	unassigned Candidatus Nomurabacteria class	Bacteria	7
210810_A00902_B_L002_APMG-38-15	unassigned Candidatus Nomurabacteria class	Bacteria	10
210810_A00902_B_L002_APMG-38-2	unassigned Candidatus Nomurabacteria class	Bacteria	5
210810_A00902_B_L002_APMG-38-3	unassigned Candidatus Nomurabacteria class	Bacteria	23
210810_A00902_B_L002_APMG-38-4	unassigned Candidatus Nomurabacteria class	Bacteria	5
210810_A00902_B_L002_APMG-38-5	unassigned Candidatus Nomurabacteria class	Bacteria	7
210810_A00902_B_L002_APMG-38-7	unassigned Candidatus Nomurabacteria class	Bacteria	27
210810_A00902_B_L002_APMG-38-8	unassigned Candidatus Nomurabacteria class	Bacteria	31
210810_A00902_B_L002_APMG-38-9	unassigned Candidatus Nomurabacteria class	Bacteria	3
BH193L-1_S22	unassigned Candidatus Nomurabacteria class	Bacteria	1
BH193L-2_S19	unassigned Candidatus Nomurabacteria class	Bacteria	1
BH193L-2_S20	unassigned Candidatus Nomurabacteria class	Bacteria	1
BH193L-3_S20	unassigned Candidatus Nomurabacteria class	Bacteria	5
BH193L-4_S23	unassigned Candidatus Nomurabacteria class	Bacteria	2
BH193L-5_S24	unassigned Candidatus Nomurabacteria class	Bacteria	1
BH194L-1_S25	unassigned Candidatus Nomurabacteria class	Bacteria	7
BH194L-2_S26	unassigned Candidatus Nomurabacteria class	Bacteria	9
BH194L-3_S25	unassigned Candidatus Nomurabacteria class	Bacteria	10
BH194L-4_S16	unassigned Candidatus Nomurabacteria class	Bacteria	5
BH194L-4_S17	unassigned Candidatus Nomurabacteria class	Bacteria	4
BH194L-6_S26	unassigned Candidatus Nomurabacteria class	Bacteria	1
BH194L-7_S17	unassigned Candidatus Nomurabacteria class	Bacteria	5
BH194L-7_S18	unassigned Candidatus Nomurabacteria class	Bacteria	7
BH195L-1_S27	unassigned Candidatus Nomurabacteria class	Bacteria	20
BH195L-2_S18	unassigned Candidatus Nomurabacteria class	Bacteria	14
BH195L-2_S19	unassigned Candidatus Nomurabacteria class	Bacteria	5
BH195L-3_S28	unassigned Candidatus Nomurabacteria class	Bacteria	2
BH195L-4_S29	unassigned Candidatus Nomurabacteria class	Bacteria	5
ELS162S7	unassigned Candidatus Nomurabacteria class	Bacteria	9
ELS163S8	unassigned Candidatus Nomurabacteria class	Bacteria	4
ELS165S9	unassigned Candidatus Nomurabacteria class	Bacteria	4
ELS167S10	unassigned Candidatus Nomurabacteria class	Bacteria	5
IE111L-1_S1	unassigned Candidatus Nomurabacteria class	Bacteria	3
IE111L-2_S2	unassigned Candidatus Nomurabacteria class	Bacteria	5
IE111L-3_S3	unassigned Candidatus Nomurabacteria class	Bacteria	12
IE111L-4_S1	unassigned Candidatus Nomurabacteria class	Bacteria	17
IE111L-5_S5	unassigned Candidatus Nomurabacteria class	Bacteria	14
IE111L-6_S6	unassigned Candidatus Nomurabacteria class	Bacteria	4
IE111L-7_S7	unassigned Candidatus Nomurabacteria class	Bacteria	6
IE112L-1_S9	unassigned Candidatus Nomurabacteria class	Bacteria	1
IE112L-2_S10	unassigned Candidatus Nomurabacteria class	Bacteria	2
IE112L-3_S11	unassigned Candidatus Nomurabacteria class	Bacteria	11
IE112L-4_S17	unassigned Candidatus Nomurabacteria class	Bacteria	3
IE112L-5_S18	unassigned Candidatus Nomurabacteria class	Bacteria	11
IE112L-6_S19	unassigned Candidatus Nomurabacteria class	Bacteria	11
IE112L-7_S12	unassigned Candidatus Nomurabacteria class	Bacteria	1
IE113L-1_S13	unassigned Candidatus Nomurabacteria class	Bacteria	15
IE113L-2_S14	unassigned Candidatus Nomurabacteria class	Bacteria	17
IE113L-3_S3	unassigned Candidatus Nomurabacteria class	Bacteria	6
IE113L-4_S4	unassigned Candidatus Nomurabacteria class	Bacteria	12
IE113L-5_S5	unassigned Candidatus Nomurabacteria class	Bacteria	24
IE113L-6_S6	unassigned Candidatus Nomurabacteria class	Bacteria	15
IE113L-7_S7	unassigned Candidatus Nomurabacteria class	Bacteria	13
IE114L-1_S9	unassigned Candidatus Nomurabacteria class	Bacteria	11
IE114L-2_S10	unassigned Candidatus Nomurabacteria class	Bacteria	7
IE114L-3_S11	unassigned Candidatus Nomurabacteria class	Bacteria	29
JK079L-1_S1	unassigned Candidatus Nomurabacteria class	Bacteria	3
JK079L-10-WDH_S10	unassigned Candidatus Nomurabacteria class	Bacteria	23
JK079L-11-WDH_S11	unassigned Candidatus Nomurabacteria class	Bacteria	11
JK079L-12-WDH_S12	unassigned Candidatus Nomurabacteria class	Bacteria	11
JK079L-13-WDH_S13	unassigned Candidatus Nomurabacteria class	Bacteria	13
JK079L-14-WDH_S14	unassigned Candidatus Nomurabacteria class	Bacteria	8
JK079L-2_S2	unassigned Candidatus Nomurabacteria class	Bacteria	1
JK079L-3_S3	unassigned Candidatus Nomurabacteria class	Bacteria	4
JK079L-4_S4	unassigned Candidatus Nomurabacteria class	Bacteria	6
JK079L-5_S5	unassigned Candidatus Nomurabacteria class	Bacteria	3
JK079L-6-WDH_S6	unassigned Candidatus Nomurabacteria class	Bacteria	5
JK079L-7-WDH_S7	unassigned Candidatus Nomurabacteria class	Bacteria	11
JK079L-8_S8	unassigned Candidatus Nomurabacteria class	Bacteria	10
JK079L-9_S9	unassigned Candidatus Nomurabacteria class	Bacteria	12
JK080L-1_S17	unassigned Candidatus Nomurabacteria class	Bacteria	4
JK080L-10_S26	unassigned Candidatus Nomurabacteria class	Bacteria	1
JK080L-11_S27	unassigned Candidatus Nomurabacteria class	Bacteria	21
JK080L-12_S28	unassigned Candidatus Nomurabacteria class	Bacteria	10
JK080L-13_S29	unassigned Candidatus Nomurabacteria class	Bacteria	7
JK080L-14_S30	unassigned Candidatus Nomurabacteria class	Bacteria	8
JK080L-2_S18	unassigned Candidatus Nomurabacteria class	Bacteria	5
JK080L-4_S20	unassigned Candidatus Nomurabacteria class	Bacteria	7
JK080L-7_S23	unassigned Candidatus Nomurabacteria class	Bacteria	2
JK080L-8_S24	unassigned Candidatus Nomurabacteria class	Bacteria	3
JK080L-9_S25	unassigned Candidatus Nomurabacteria class	Bacteria	5
JK081L-1_S1	unassigned Candidatus Nomurabacteria class	Bacteria	3
JK081L-11_S11	unassigned Candidatus Nomurabacteria class	Bacteria	23
JK081L-12_S12	unassigned Candidatus Nomurabacteria class	Bacteria	49
