sample	phylum	superkingdom	taxonReads
ELS162S7	Haptophyta	Eukaryota	27
ELS163S8	Haptophyta	Eukaryota	20
ELS165S9	Haptophyta	Eukaryota	80
ELS167S10	Haptophyta	Eukaryota	85
IE111L-1_S1	Haptophyta	Eukaryota	31
IE111L-2_S2	Haptophyta	Eukaryota	46
IE111L-3_S3	Haptophyta	Eukaryota	63
IE111L-4_S1	Haptophyta	Eukaryota	21
IE111L-5_S5	Haptophyta	Eukaryota	51
IE111L-6_S6	Haptophyta	Eukaryota	19
IE111L-7_S7	Haptophyta	Eukaryota	23
IE112L-1_S9	Haptophyta	Eukaryota	8
IE112L-2_S10	Haptophyta	Eukaryota	27
IE112L-3_S11	Haptophyta	Eukaryota	24
IE112L-4_S17	Haptophyta	Eukaryota	69
IE112L-5_S18	Haptophyta	Eukaryota	58
IE112L-6_S19	Haptophyta	Eukaryota	40
IE112L-7_S12	Haptophyta	Eukaryota	98
IE113L-1_S13	Haptophyta	Eukaryota	68
IE113L-2_S14	Haptophyta	Eukaryota	50
IE113L-3_S3	Haptophyta	Eukaryota	39
IE113L-4_S4	Haptophyta	Eukaryota	154
IE113L-5_S5	Haptophyta	Eukaryota	48
IE113L-6_S6	Haptophyta	Eukaryota	44
IE113L-7_S7	Haptophyta	Eukaryota	36
IE114L-1_S9	Haptophyta	Eukaryota	19
IE114L-2_S10	Haptophyta	Eukaryota	37
IE114L-3_S11	Haptophyta	Eukaryota	27
JK079L-1_S1	Haptophyta	Eukaryota	3
JK079L-10-WDH_S10	Haptophyta	Eukaryota	2
JK079L-11-WDH_S11	Haptophyta	Eukaryota	3
JK079L-12-WDH_S12	Haptophyta	Eukaryota	2
JK079L-13-WDH_S13	Haptophyta	Eukaryota	6
JK079L-14-WDH_S14	Haptophyta	Eukaryota	3
JK079L-2_S2	Haptophyta	Eukaryota	4
JK079L-3_S3	Haptophyta	Eukaryota	8
JK079L-5_S5	Haptophyta	Eukaryota	2
JK079L-6-WDH_S6	Haptophyta	Eukaryota	6
JK079L-7-WDH_S7	Haptophyta	Eukaryota	7
JK079L-8_S8	Haptophyta	Eukaryota	3
JK079L-9_S9	Haptophyta	Eukaryota	2
JK080L-1_S17	Haptophyta	Eukaryota	6
JK080L-10_S26	Haptophyta	Eukaryota	9
JK080L-11_S27	Haptophyta	Eukaryota	9
JK080L-12_S28	Haptophyta	Eukaryota	13
JK080L-13_S29	Haptophyta	Eukaryota	4
JK080L-14_S30	Haptophyta	Eukaryota	5
JK080L-2_S18	Haptophyta	Eukaryota	6
JK080L-3_S19	Haptophyta	Eukaryota	1
JK080L-4_S20	Haptophyta	Eukaryota	6
JK080L-6_S22	Haptophyta	Eukaryota	1
JK080L-7_S23	Haptophyta	Eukaryota	2
JK080L-8_S24	Haptophyta	Eukaryota	9
JK080L-9_S25	Haptophyta	Eukaryota	10
JK081L-1_S1	Haptophyta	Eukaryota	27
JK081L-12_S12	Haptophyta	Eukaryota	10
JK081L-13_S13	Haptophyta	Eukaryota	3
JK081L-2_S2	Haptophyta	Eukaryota	22
JK081L-3_S3	Haptophyta	Eukaryota	18
JK081L-4_S4	Haptophyta	Eukaryota	10
JK081L-6_S6	Haptophyta	Eukaryota	8
JK081L-7_S7	Haptophyta	Eukaryota	14
JK081L-8_S8	Haptophyta	Eukaryota	3
JK081L-9_S9	Haptophyta	Eukaryota	3
JK105L-6_S21	Haptophyta	Eukaryota	40
JK109L-4_S21	Haptophyta	Eukaryota	15
JK109L-4_S22	Haptophyta	Eukaryota	17
JK109L-5_S30	Haptophyta	Eukaryota	11
JK109L-6_S31	Haptophyta	Eukaryota	10
JK115L-2_S24	Haptophyta	Eukaryota	7
JK115L-4_S23	Haptophyta	Eukaryota	17
JK136L-2_S2	Haptophyta	Eukaryota	48
JK136L-3_S3	Haptophyta	Eukaryota	41
JK136L-4_S4	Haptophyta	Eukaryota	264
JK136L-5_S5	Haptophyta	Eukaryota	48
JK136L-6_S6	Haptophyta	Eukaryota	262
JK136L-7_S7	Haptophyta	Eukaryota	222
JK137L-1_S9	Haptophyta	Eukaryota	279
JK137L-2_S10	Haptophyta	Eukaryota	98
JK137L-3_S11	Haptophyta	Eukaryota	237
JK137L-4_S12	Haptophyta	Eukaryota	220
JK137L-5_S13	Haptophyta	Eukaryota	396
JK137L-6_S14	Haptophyta	Eukaryota	741
JK137L-7_S15	Haptophyta	Eukaryota	311
JK138L-1_S17	Haptophyta	Eukaryota	178
JK138L-2_S18	Haptophyta	Eukaryota	220
JK138L-3_S19	Haptophyta	Eukaryota	562
JK138L-4_S20	Haptophyta	Eukaryota	580
JK138L-6_S22	Haptophyta	Eukaryota	119
JK138L-7_S23	Haptophyta	Eukaryota	78
JoW001L-1_S1	Haptophyta	Eukaryota	215
JoW001L-2_S2	Haptophyta	Eukaryota	111
JoW001L-3_S3	Haptophyta	Eukaryota	735
JoW001L-4_S4	Haptophyta	Eukaryota	388
JoW001L-5_S5	Haptophyta	Eukaryota	476
JoW001L-6_S6	Haptophyta	Eukaryota	223
JoW002L-1_S9	Haptophyta	Eukaryota	394
JoW002L-2_S10	Haptophyta	Eukaryota	333
JoW002L-3_S11	Haptophyta	Eukaryota	1
JoW002L-4_S12	Haptophyta	Eukaryota	436
JoW002L-5_S13	Haptophyta	Eukaryota	371
JoW002L-6_S14	Haptophyta	Eukaryota	488
JoW003L-1_S17	Haptophyta	Eukaryota	789
JoW003L-2_S18	Haptophyta	Eukaryota	278
JoW003L-3_S19	Haptophyta	Eukaryota	171
JoW003L-4_S20	Haptophyta	Eukaryota	63
JoW003L-5_S21	Haptophyta	Eukaryota	95
JoW003L-6_S22	Haptophyta	Eukaryota	145
JoW004L-1_S25	Haptophyta	Eukaryota	42
JoW004L-2_S26	Haptophyta	Eukaryota	64
JoW004L-3_S27	Haptophyta	Eukaryota	101
JoW004L-4_S28	Haptophyta	Eukaryota	133
JoW004L-5_S29	Haptophyta	Eukaryota	230
JoW004L-6_S30	Haptophyta	Eukaryota	203
JoW005L-1_S33	Haptophyta	Eukaryota	275
JoW005L-2_S34	Haptophyta	Eukaryota	1683
JoW005L-3_S35	Haptophyta	Eukaryota	2223
JoW005L-4_S36	Haptophyta	Eukaryota	1907
JoW007L-1_S1	Haptophyta	Eukaryota	155
JoW007L-2_S2	Haptophyta	Eukaryota	224
JoW007L-3_S3	Haptophyta	Eukaryota	309
JoW007L-4_S4	Haptophyta	Eukaryota	186
JoW007L-5_S5	Haptophyta	Eukaryota	215
JoW007L-6_S6	Haptophyta	Eukaryota	263
StB097L-01_S1	Haptophyta	Eukaryota	65
StB097L-02_S2	Haptophyta	Eukaryota	39
StB097L-03_S3	Haptophyta	Eukaryota	274
StB097L-04_S4	Haptophyta	Eukaryota	263
StB097L-05_S5	Haptophyta	Eukaryota	352
StB097L-06_S6	Haptophyta	Eukaryota	115
StB106L-01_S9	Haptophyta	Eukaryota	55
StB106L-02_S10	Haptophyta	Eukaryota	46
StB106L-04_S12	Haptophyta	Eukaryota	29
StB106L-05_S13	Haptophyta	Eukaryota	282
StB108L-01_S17	Haptophyta	Eukaryota	256
StB108L-02_S18	Haptophyta	Eukaryota	194
StB108L-03_S19	Haptophyta	Eukaryota	189
StB108L-05_S21	Haptophyta	Eukaryota	115
StB108L-07_S23	Haptophyta	Eukaryota	64
StB109L-01_S25	Haptophyta	Eukaryota	1029
StB109L-02_S26	Haptophyta	Eukaryota	1280
StB109L-04_S28	Haptophyta	Eukaryota	1283
StB109L-05_S29	Haptophyta	Eukaryota	202
StB109L-06_S30	Haptophyta	Eukaryota	99
WJ192L-1_S29	Haptophyta	Eukaryota	9
WJ192L-3_S30	Haptophyta	Eukaryota	27
WJ192L-4_S31	Haptophyta	Eukaryota	5
WJ192L-5_S32	Haptophyta	Eukaryota	11
WJ194L-2_S22	Haptophyta	Eukaryota	36
WJ194L-3_S23	Haptophyta	Eukaryota	5
WJ194L-4_S24	Haptophyta	Eukaryota	7
WJ194L-5_S25	Haptophyta	Eukaryota	2
WJ194L-6_S26	Haptophyta	Eukaryota	6
WJ195L-1_S17	Haptophyta	Eukaryota	12
WJ195L-5_S18	Haptophyta	Eukaryota	3
WJ196L-10_S10	Haptophyta	Eukaryota	22
WJ196L-11_S11	Haptophyta	Eukaryota	29
WJ196L-12_S12	Haptophyta	Eukaryota	3
WJ196L-13_S13	Haptophyta	Eukaryota	22
WJ196L-14_S14	Haptophyta	Eukaryota	21
WJ196L-15_S15	Haptophyta	Eukaryota	2
WJ196L-16_S16	Haptophyta	Eukaryota	5
WJ196L-4_S4	Haptophyta	Eukaryota	3
WJ196L-5_S5	Haptophyta	Eukaryota	6
WJ196L-6_S6	Haptophyta	Eukaryota	11
WJ196L-7_S7	Haptophyta	Eukaryota	14
WJ196L-8_S8	Haptophyta	Eukaryota	25
WJ196L-9_S9	Haptophyta	Eukaryota	61
191011_SND405_A_L007_APMG-6-1	unassigned Eukaryota phylum	Eukaryota	2256
191011_SND405_A_L007_APMG-6-2	unassigned Eukaryota phylum	Eukaryota	4074
191011_SND405_A_L007_APMG-6-3	unassigned Eukaryota phylum	Eukaryota	3207
191011_SND405_A_L007_APMG-6-4	unassigned Eukaryota phylum	Eukaryota	7343
191011_SND405_A_L007_APMG-6-5	unassigned Eukaryota phylum	Eukaryota	180
191011_SND405_A_L007_APMG-6-6	unassigned Eukaryota phylum	Eukaryota	1291
191011_SND405_A_L007_APMG-6-7	unassigned Eukaryota phylum	Eukaryota	3
200313_A00902_A_L001_APMG-8-1	unassigned Eukaryota phylum	Eukaryota	8598
200313_A00902_A_L001_APMG-8-10	unassigned Eukaryota phylum	Eukaryota	3699
200313_A00902_A_L001_APMG-8-11	unassigned Eukaryota phylum	Eukaryota	2760
200313_A00902_A_L001_APMG-8-12	unassigned Eukaryota phylum	Eukaryota	4763
200313_A00902_A_L001_APMG-8-2	unassigned Eukaryota phylum	Eukaryota	7974
200313_A00902_A_L001_APMG-8-3	unassigned Eukaryota phylum	Eukaryota	10219
200313_A00902_A_L001_APMG-8-4	unassigned Eukaryota phylum	Eukaryota	23929
200313_A00902_A_L001_APMG-8-5	unassigned Eukaryota phylum	Eukaryota	19158
200313_A00902_A_L001_APMG-8-6	unassigned Eukaryota phylum	Eukaryota	2574
200313_A00902_A_L001_APMG-8-7	unassigned Eukaryota phylum	Eukaryota	1
200313_A00902_A_L001_APMG-8-8	unassigned Eukaryota phylum	Eukaryota	883
200313_A00902_A_L001_APMG-8-9	unassigned Eukaryota phylum	Eukaryota	2456
200313_A00902_A_L002_APMG-9-1	unassigned Eukaryota phylum	Eukaryota	4278
200313_A00902_A_L002_APMG-9-10	unassigned Eukaryota phylum	Eukaryota	7268
200313_A00902_A_L002_APMG-9-11	unassigned Eukaryota phylum	Eukaryota	61875
200313_A00902_A_L002_APMG-9-12	unassigned Eukaryota phylum	Eukaryota	2
200313_A00902_A_L002_APMG-9-13	unassigned Eukaryota phylum	Eukaryota	4
200313_A00902_A_L002_APMG-9-2	unassigned Eukaryota phylum	Eukaryota	3453
200313_A00902_A_L002_APMG-9-3	unassigned Eukaryota phylum	Eukaryota	3013
200313_A00902_A_L002_APMG-9-4	unassigned Eukaryota phylum	Eukaryota	1
200313_A00902_A_L002_APMG-9-5	unassigned Eukaryota phylum	Eukaryota	3955
200313_A00902_A_L002_APMG-9-6	unassigned Eukaryota phylum	Eukaryota	2753
200313_A00902_A_L002_APMG-9-7	unassigned Eukaryota phylum	Eukaryota	3031
200313_A00902_A_L002_APMG-9-8	unassigned Eukaryota phylum	Eukaryota	4718
200313_A00902_A_L002_APMG-9-9	unassigned Eukaryota phylum	Eukaryota	2111
201118_A00902_B_L1-2_APMG_19_1	unassigned Eukaryota phylum	Eukaryota	14143
201118_A00902_B_L1-2_APMG_19_10	unassigned Eukaryota phylum	Eukaryota	2308
201118_A00902_B_L1-2_APMG_19_11	unassigned Eukaryota phylum	Eukaryota	36149
201118_A00902_B_L1-2_APMG_19_12	unassigned Eukaryota phylum	Eukaryota	9546
201118_A00902_B_L1-2_APMG_19_13	unassigned Eukaryota phylum	Eukaryota	1920
201118_A00902_B_L1-2_APMG_19_14	unassigned Eukaryota phylum	Eukaryota	593
201118_A00902_B_L1-2_APMG_19_15	unassigned Eukaryota phylum	Eukaryota	2270
201118_A00902_B_L1-2_APMG_19_16	unassigned Eukaryota phylum	Eukaryota	3196
201118_A00902_B_L1-2_APMG_19_17	unassigned Eukaryota phylum	Eukaryota	2020
201118_A00902_B_L1-2_APMG_19_18	unassigned Eukaryota phylum	Eukaryota	61
201118_A00902_B_L1-2_APMG_19_19	unassigned Eukaryota phylum	Eukaryota	37
201118_A00902_B_L1-2_APMG_19_2	unassigned Eukaryota phylum	Eukaryota	23329
201118_A00902_B_L1-2_APMG_19_20	unassigned Eukaryota phylum	Eukaryota	46
201118_A00902_B_L1-2_APMG_19_21	unassigned Eukaryota phylum	Eukaryota	102
201118_A00902_B_L1-2_APMG_19_22	unassigned Eukaryota phylum	Eukaryota	37
201118_A00902_B_L1-2_APMG_19_3	unassigned Eukaryota phylum	Eukaryota	8786
201118_A00902_B_L1-2_APMG_19_4	unassigned Eukaryota phylum	Eukaryota	17
201118_A00902_B_L1-2_APMG_19_5	unassigned Eukaryota phylum	Eukaryota	31900
201118_A00902_B_L1-2_APMG_19_6	unassigned Eukaryota phylum	Eukaryota	1329
201118_A00902_B_L1-2_APMG_19_7	unassigned Eukaryota phylum	Eukaryota	3212
201118_A00902_B_L1-2_APMG_19_8	unassigned Eukaryota phylum	Eukaryota	6478
201118_A00902_B_L1-2_APMG_19_9	unassigned Eukaryota phylum	Eukaryota	11020
210810_A00902_B_L001_APMG-37-1	unassigned Eukaryota phylum	Eukaryota	2955
210810_A00902_B_L001_APMG-37-10	unassigned Eukaryota phylum	Eukaryota	4510
210810_A00902_B_L001_APMG-37-11	unassigned Eukaryota phylum	Eukaryota	17914
210810_A00902_B_L001_APMG-37-12	unassigned Eukaryota phylum	Eukaryota	15
210810_A00902_B_L001_APMG-37-13	unassigned Eukaryota phylum	Eukaryota	23
210810_A00902_B_L001_APMG-37-14	unassigned Eukaryota phylum	Eukaryota	11
210810_A00902_B_L001_APMG-37-15	unassigned Eukaryota phylum	Eukaryota	35
210810_A00902_B_L001_APMG-37-2	unassigned Eukaryota phylum	Eukaryota	12463
210810_A00902_B_L001_APMG-37-3	unassigned Eukaryota phylum	Eukaryota	6297
210810_A00902_B_L001_APMG-37-4	unassigned Eukaryota phylum	Eukaryota	5120
210810_A00902_B_L001_APMG-37-5	unassigned Eukaryota phylum	Eukaryota	19
210810_A00902_B_L001_APMG-37-6	unassigned Eukaryota phylum	Eukaryota	5374
210810_A00902_B_L001_APMG-37-7	unassigned Eukaryota phylum	Eukaryota	5173
210810_A00902_B_L001_APMG-37-8	unassigned Eukaryota phylum	Eukaryota	6375
210810_A00902_B_L001_APMG-37-9	unassigned Eukaryota phylum	Eukaryota	4286
210810_A00902_B_L002_APMG-38-1	unassigned Eukaryota phylum	Eukaryota	3273
210810_A00902_B_L002_APMG-38-10	unassigned Eukaryota phylum	Eukaryota	34426
210810_A00902_B_L002_APMG-38-11	unassigned Eukaryota phylum	Eukaryota	35
210810_A00902_B_L002_APMG-38-12	unassigned Eukaryota phylum	Eukaryota	10
210810_A00902_B_L002_APMG-38-13	unassigned Eukaryota phylum	Eukaryota	22
210810_A00902_B_L002_APMG-38-14	unassigned Eukaryota phylum	Eukaryota	29
210810_A00902_B_L002_APMG-38-15	unassigned Eukaryota phylum	Eukaryota	1827
210810_A00902_B_L002_APMG-38-2	unassigned Eukaryota phylum	Eukaryota	6167
210810_A00902_B_L002_APMG-38-3	unassigned Eukaryota phylum	Eukaryota	10026
210810_A00902_B_L002_APMG-38-4	unassigned Eukaryota phylum	Eukaryota	16703
210810_A00902_B_L002_APMG-38-5	unassigned Eukaryota phylum	Eukaryota	21061
210810_A00902_B_L002_APMG-38-6	unassigned Eukaryota phylum	Eukaryota	18
210810_A00902_B_L002_APMG-38-7	unassigned Eukaryota phylum	Eukaryota	4210
210810_A00902_B_L002_APMG-38-8	unassigned Eukaryota phylum	Eukaryota	5220
210810_A00902_B_L002_APMG-38-9	unassigned Eukaryota phylum	Eukaryota	5851
BH193L-1_S22	unassigned Eukaryota phylum	Eukaryota	2528
BH193L-2_S19	unassigned Eukaryota phylum	Eukaryota	4137
BH193L-2_S20	unassigned Eukaryota phylum	Eukaryota	3051
BH193L-3_S20	unassigned Eukaryota phylum	Eukaryota	7372
BH193L-4_S23	unassigned Eukaryota phylum	Eukaryota	9943
BH193L-5_S24	unassigned Eukaryota phylum	Eukaryota	4313
BH194L-1_S25	unassigned Eukaryota phylum	Eukaryota	4491
BH194L-2_S26	unassigned Eukaryota phylum	Eukaryota	17388
BH194L-3_S25	unassigned Eukaryota phylum	Eukaryota	2633
BH194L-4_S16	unassigned Eukaryota phylum	Eukaryota	4339
BH194L-4_S17	unassigned Eukaryota phylum	Eukaryota	3150
BH194L-6_S26	unassigned Eukaryota phylum	Eukaryota	6142
BH194L-7_S17	unassigned Eukaryota phylum	Eukaryota	10658
BH194L-7_S18	unassigned Eukaryota phylum	Eukaryota	7961
BH194L-8_S30	unassigned Eukaryota phylum	Eukaryota	3
BH195L-1_S27	unassigned Eukaryota phylum	Eukaryota	10013
BH195L-2_S18	unassigned Eukaryota phylum	Eukaryota	17602
BH195L-2_S19	unassigned Eukaryota phylum	Eukaryota	11808
BH195L-3_S28	unassigned Eukaryota phylum	Eukaryota	15216
BH195L-4_S29	unassigned Eukaryota phylum	Eukaryota	18101
BH195L-7_S31	unassigned Eukaryota phylum	Eukaryota	5
EBS12	unassigned Eukaryota phylum	Eukaryota	4
ELS162S7	unassigned Eukaryota phylum	Eukaryota	10469
ELS163S8	unassigned Eukaryota phylum	Eukaryota	12908
ELS165S9	unassigned Eukaryota phylum	Eukaryota	13458
ELS167S10	unassigned Eukaryota phylum	Eukaryota	13266
ELS170S11	unassigned Eukaryota phylum	Eukaryota	5
IE111L-1_S1	unassigned Eukaryota phylum	Eukaryota	7596
IE111L-2_S2	unassigned Eukaryota phylum	Eukaryota	9975
IE111L-3_S3	unassigned Eukaryota phylum	Eukaryota	12775
IE111L-4_S1	unassigned Eukaryota phylum	Eukaryota	9053
IE111L-5_S5	unassigned Eukaryota phylum	Eukaryota	14222
IE111L-6_S6	unassigned Eukaryota phylum	Eukaryota	14517
IE111L-7_S7	unassigned Eukaryota phylum	Eukaryota	13447
IE111L-8_S8	unassigned Eukaryota phylum	Eukaryota	3
IE112L-1_S9	unassigned Eukaryota phylum	Eukaryota	8312
IE112L-2_S10	unassigned Eukaryota phylum	Eukaryota	5421
IE112L-3_S11	unassigned Eukaryota phylum	Eukaryota	13531
IE112L-4_S17	unassigned Eukaryota phylum	Eukaryota	14815
IE112L-5_S18	unassigned Eukaryota phylum	Eukaryota	8903
IE112L-6_S19	unassigned Eukaryota phylum	Eukaryota	8752
IE112L-7_S12	unassigned Eukaryota phylum	Eukaryota	8719
IE112L-8_S15	unassigned Eukaryota phylum	Eukaryota	3
IE113L-1_S13	unassigned Eukaryota phylum	Eukaryota	17636
IE113L-2_S14	unassigned Eukaryota phylum	Eukaryota	17133
IE113L-3_S3	unassigned Eukaryota phylum	Eukaryota	15270
IE113L-4_S4	unassigned Eukaryota phylum	Eukaryota	22788
IE113L-5_S5	unassigned Eukaryota phylum	Eukaryota	13249
IE113L-6_S6	unassigned Eukaryota phylum	Eukaryota	14000
IE113L-7_S7	unassigned Eukaryota phylum	Eukaryota	13610
IE114L-1_S9	unassigned Eukaryota phylum	Eukaryota	12231
IE114L-2_S10	unassigned Eukaryota phylum	Eukaryota	16663
IE114L-3_S11	unassigned Eukaryota phylum	Eukaryota	11024
IE114L-4_S4	unassigned Eukaryota phylum	Eukaryota	3
IE114L-5_S2	unassigned Eukaryota phylum	Eukaryota	3
IE114L-6_S16	unassigned Eukaryota phylum	Eukaryota	6
IE114L-7_S17	unassigned Eukaryota phylum	Eukaryota	8
IE114L-8_S20	unassigned Eukaryota phylum	Eukaryota	4
IE115L-3_S19	unassigned Eukaryota phylum	Eukaryota	2
IE115L-6_S15	unassigned Eukaryota phylum	Eukaryota	1
JK079L-1_S1	unassigned Eukaryota phylum	Eukaryota	4599
JK079L-10-WDH_S10	unassigned Eukaryota phylum	Eukaryota	9298
JK079L-11-WDH_S11	unassigned Eukaryota phylum	Eukaryota	4694
JK079L-12-WDH_S12	unassigned Eukaryota phylum	Eukaryota	2620
JK079L-13-WDH_S13	unassigned Eukaryota phylum	Eukaryota	3769
JK079L-14-WDH_S14	unassigned Eukaryota phylum	Eukaryota	4220
JK079L-15_S15	unassigned Eukaryota phylum	Eukaryota	1
JK079L-2_S2	unassigned Eukaryota phylum	Eukaryota	3594
JK079L-3_S3	unassigned Eukaryota phylum	Eukaryota	4365
JK079L-4_S4	unassigned Eukaryota phylum	Eukaryota	5957
JK079L-5_S5	unassigned Eukaryota phylum	Eukaryota	3806
JK079L-6-WDH_S6	unassigned Eukaryota phylum	Eukaryota	32546
JK079L-7-WDH_S7	unassigned Eukaryota phylum	Eukaryota	7803
JK079L-8_S8	unassigned Eukaryota phylum	Eukaryota	6342
JK079L-9_S9	unassigned Eukaryota phylum	Eukaryota	6394
JK080L-1_S17	unassigned Eukaryota phylum	Eukaryota	1549
JK080L-10_S26	unassigned Eukaryota phylum	Eukaryota	3505
JK080L-11_S27	unassigned Eukaryota phylum	Eukaryota	16832
JK080L-12_S28	unassigned Eukaryota phylum	Eukaryota	5142
JK080L-13_S29	unassigned Eukaryota phylum	Eukaryota	2218
JK080L-14_S30	unassigned Eukaryota phylum	Eukaryota	2451
JK080L-15_S31	unassigned Eukaryota phylum	Eukaryota	1
JK080L-16_S32	unassigned Eukaryota phylum	Eukaryota	1
JK080L-2_S18	unassigned Eukaryota phylum	Eukaryota	2021
JK080L-3_S19	unassigned Eukaryota phylum	Eukaryota	636
JK080L-4_S20	unassigned Eukaryota phylum	Eukaryota	2658
JK080L-5_S21	unassigned Eukaryota phylum	Eukaryota	1
JK080L-6_S22	unassigned Eukaryota phylum	Eukaryota	802
JK080L-7_S23	unassigned Eukaryota phylum	Eukaryota	1228
JK080L-8_S24	unassigned Eukaryota phylum	Eukaryota	920
JK080L-9_S25	unassigned Eukaryota phylum	Eukaryota	3108
JK081L-1_S1	unassigned Eukaryota phylum	Eukaryota	16371
JK081L-10_S10	unassigned Eukaryota phylum	Eukaryota	2
JK081L-11_S11	unassigned Eukaryota phylum	Eukaryota	12180
JK081L-12_S12	unassigned Eukaryota phylum	Eukaryota	5781
JK081L-13_S13	unassigned Eukaryota phylum	Eukaryota	23934
JK081L-14_S14	unassigned Eukaryota phylum	Eukaryota	2
JK081L-15_S15	unassigned Eukaryota phylum	Eukaryota	3
JK081L-2_S2	unassigned Eukaryota phylum	Eukaryota	15430
JK081L-3_S3	unassigned Eukaryota phylum	Eukaryota	11173
JK081L-4_S4	unassigned Eukaryota phylum	Eukaryota	2494
JK081L-6_S6	unassigned Eukaryota phylum	Eukaryota	5394
JK081L-7_S7	unassigned Eukaryota phylum	Eukaryota	14054
JK081L-8_S8	unassigned Eukaryota phylum	Eukaryota	5897
JK081L-9_S9	unassigned Eukaryota phylum	Eukaryota	7045
JK105L-6_S21	unassigned Eukaryota phylum	Eukaryota	28653
JK109L-4_S21	unassigned Eukaryota phylum	Eukaryota	10150
JK109L-4_S22	unassigned Eukaryota phylum	Eukaryota	15712
JK109L-5_S30	unassigned Eukaryota phylum	Eukaryota	2926
JK109L-6_S31	unassigned Eukaryota phylum	Eukaryota	17679
JK109L-8_S33	unassigned Eukaryota phylum	Eukaryota	5
JK115L-2_S24	unassigned Eukaryota phylum	Eukaryota	4684
JK115L-4_S23	unassigned Eukaryota phylum	Eukaryota	4555
JK115L-5_S27	unassigned Eukaryota phylum	Eukaryota	4
JK115L-8_S34	unassigned Eukaryota phylum	Eukaryota	4
JK136L-2_S2	unassigned Eukaryota phylum	Eukaryota	2938
JK136L-3_S3	unassigned Eukaryota phylum	Eukaryota	6374
JK136L-4_S4	unassigned Eukaryota phylum	Eukaryota	6506
JK136L-5_S5	unassigned Eukaryota phylum	Eukaryota	1922
JK136L-6_S6	unassigned Eukaryota phylum	Eukaryota	5757
JK136L-7_S7	unassigned Eukaryota phylum	Eukaryota	8024
JK137L-1_S9	unassigned Eukaryota phylum	Eukaryota	8432
JK137L-2_S10	unassigned Eukaryota phylum	Eukaryota	4151
JK137L-3_S11	unassigned Eukaryota phylum	Eukaryota	8669
JK137L-4_S12	unassigned Eukaryota phylum	Eukaryota	12277
JK137L-5_S13	unassigned Eukaryota phylum	Eukaryota	7994
JK137L-6_S14	unassigned Eukaryota phylum	Eukaryota	24649
JK137L-7_S15	unassigned Eukaryota phylum	Eukaryota	11674
JK137L-8_S16	unassigned Eukaryota phylum	Eukaryota	1
JK138L-1_S17	unassigned Eukaryota phylum	Eukaryota	10420
JK138L-2_S18	unassigned Eukaryota phylum	Eukaryota	14844
JK138L-3_S19	unassigned Eukaryota phylum	Eukaryota	27976
JK138L-4_S20	unassigned Eukaryota phylum	Eukaryota	25534
JK138L-6_S22	unassigned Eukaryota phylum	Eukaryota	9576
JK138L-7_S23	unassigned Eukaryota phylum	Eukaryota	8446
JoW001L-1_S1	unassigned Eukaryota phylum	Eukaryota	5347
JoW001L-2_S2	unassigned Eukaryota phylum	Eukaryota	1540
JoW001L-3_S3	unassigned Eukaryota phylum	Eukaryota	37032
JoW001L-4_S4	unassigned Eukaryota phylum	Eukaryota	5240
JoW001L-5_S5	unassigned Eukaryota phylum	Eukaryota	15783
JoW001L-6_S6	unassigned Eukaryota phylum	Eukaryota	45538
JoW001L-7_S7	unassigned Eukaryota phylum	Eukaryota	1
JoW002L-1_S9	unassigned Eukaryota phylum	Eukaryota	12961
JoW002L-2_S10	unassigned Eukaryota phylum	Eukaryota	72451
JoW002L-3_S11	unassigned Eukaryota phylum	Eukaryota	47
JoW002L-4_S12	unassigned Eukaryota phylum	Eukaryota	38917
JoW002L-5_S13	unassigned Eukaryota phylum	Eukaryota	47492
JoW002L-6_S14	unassigned Eukaryota phylum	Eukaryota	47879
JoW002L-7_S15	unassigned Eukaryota phylum	Eukaryota	3
JoW003L-1_S17	unassigned Eukaryota phylum	Eukaryota	65802
JoW003L-2_S18	unassigned Eukaryota phylum	Eukaryota	34936
JoW003L-3_S19	unassigned Eukaryota phylum	Eukaryota	53484
JoW003L-4_S20	unassigned Eukaryota phylum	Eukaryota	51253
JoW003L-5_S21	unassigned Eukaryota phylum	Eukaryota	73341
JoW003L-6_S22	unassigned Eukaryota phylum	Eukaryota	50922
JoW003L-8_S24	unassigned Eukaryota phylum	Eukaryota	4
JoW004L-1_S25	unassigned Eukaryota phylum	Eukaryota	23705
JoW004L-2_S26	unassigned Eukaryota phylum	Eukaryota	22461
JoW004L-3_S27	unassigned Eukaryota phylum	Eukaryota	24149
JoW004L-4_S28	unassigned Eukaryota phylum	Eukaryota	40779
JoW004L-5_S29	unassigned Eukaryota phylum	Eukaryota	39859
JoW004L-6_S30	unassigned Eukaryota phylum	Eukaryota	15789
JoW005L-1_S33	unassigned Eukaryota phylum	Eukaryota	4717
JoW005L-2_S34	unassigned Eukaryota phylum	Eukaryota	6582
JoW005L-3_S35	unassigned Eukaryota phylum	Eukaryota	123665
JoW005L-4_S36	unassigned Eukaryota phylum	Eukaryota	66507
JoW005L-5_S37	unassigned Eukaryota phylum	Eukaryota	5
JoW007L-1_S1	unassigned Eukaryota phylum	Eukaryota	70681
JoW007L-2_S2	unassigned Eukaryota phylum	Eukaryota	42121
JoW007L-3_S3	unassigned Eukaryota phylum	Eukaryota	60221
